ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score
65,40,12,350,5,6.59,3.24,231.4
51,40,10,350,3,3.74,1.94,161.16
63,40,15,350,3,8.9,3.09,206.75
73,40,17,350,4,7.32,1.97,237.25
50,40,14,350,3,8.97,3.34,178.63
47,40,12,350,4,6.0,3.08,177.94
68,40,13,350,5,7.32,1.76,231.88
49,40,16,350,3,3.33,2.04,167.34
65,40,15,350,4,5.96,2.82,220.19
48,40,9,350,3,4.26,2.35,155.8
47,40,12,350,3,5.1,1.56,155.13
75,40,11,350,5,8.25,2.94,250.99
54,40,8,350,4,7.42,2.47,183.98
74,40,8,350,3,3.59,3.99,218.49
56,40,15,350,3,5.9,3.62,191.94
75,40,12,350,3,6.87,3.26,226.42
47,40,14,350,3,4.85,1.69,159.06
54,40,10,350,5,7.42,3.14,204.58
54,40,17,350,5,7.43,3.7,219.75
69,40,15,350,3,3.32,2.76,212.57
53,40,14,350,5,4.29,4.17,212.19
59,40,15,350,4,4.18,3.63,210.23
54,40,15,350,4,5.19,4.26,204.0
48,40,11,350,5,7.44,3.16,193.56
72,40,17,350,5,3.54,3.61,254.24
48,40,15,350,5,3.2,2.93,195.18
61,40,18,350,5,5.87,3.24,232.43
57,40,18,350,5,4.38,3.34,223.03
51,40,13,350,4,6.65,2.62,186.24
62,40,10,350,5,4.62,2.56,215.87
51,40,14,350,3,3.73,1.55,165.81
53,40,8,350,3,7.66,2.34,167.92
57,40,15,350,4,3.33,1.64,193.93
54,40,8,350,5,7.09,2.19,195.49
66,40,15,350,3,4.98,2.05,203.68
69,40,18,350,3,4.09,2.3,215.84
61,40,16,350,5,4.97,3.73,230.93
59,40,16,350,3,6.79,2.02,191.89
72,40,9,350,5,8.51,3.99,247.29
47,40,18,350,5,5.81,1.66,193.44
57,40,9,350,4,7.26,3.17,195.92
63,40,10,350,4,8.01,4.28,217.47
50,40,9,350,4,7.05,2.52,177.05
47,40,17,350,4,5.95,4.28,193.23
48,40,15,350,3,7.29,1.79,165.75
71,40,13,350,4,5.94,1.71,223.35
73,40,17,350,5,5.48,2.47,251.76
63,40,14,350,5,4.54,2.85,226.43
71,40,9,350,4,8.84,4.11,232.73
62,40,18,350,5,4.17,2.82,230.63
72,40,18,350,4,3.72,2.96,239.05
59,40,10,350,5,4.84,2.63,210.03
72,40,8,350,5,4.51,2.69,234.52
72,40,16,350,5,5.61,2.4,247.62
62,40,16,350,5,6.97,4.39,238.66
64,40,16,350,5,4.45,3.69,236.66
75,40,7,350,5,5.78,1.57,234.11
56,40,14,350,4,4.68,1.67,191.49
61,40,15,350,4,8.97,3.84,220.16
75,40,17,350,3,8.21,4.04,240.64
70,40,17,350,5,7.69,3.1,250.93
75,40,18,350,5,7.61,4.01,268.43
63,40,11,350,5,4.05,2.58,219.31
62,40,11,350,4,5.86,2.06,202.52
75,40,9,350,3,7.15,4.2,226.84
54,40,8,350,4,7.69,3.02,187.33
68,40,11,350,3,7.05,3.56,211.55
75,40,8,350,4,6.34,2.82,229.99
61,40,8,350,3,3.61,2.2,180.52
72,40,14,350,3,5.19,2.26,216.21
75,40,8,350,5,5.78,2.99,243.83
67,40,15,350,4,6.98,3.27,227.96
70,40,14,350,4,6.24,1.72,223.25
49,40,12,350,3,7.05,4.32,176.8
63,40,9,350,4,4.7,1.81,198.74
60,40,10,350,5,8.74,4.01,223.59
73,40,17,350,4,3.42,2.98,239.32
58,40,18,350,4,5.48,3.2,212.01
74,40,14,350,4,4.01,4.35,244.59
70,40,16,350,4,8.84,3.68,240.15
56,40,17,350,3,8.39,2.28,190.12
65,40,13,350,5,6.52,3.92,236.88
63,40,11,350,4,4.41,3.27,210.14
69,40,16,350,3,4.25,3.74,220.68
51,40,17,350,5,8.76,2.87,209.87
61,40,10,350,5,4.41,2.93,215.61
72,40,8,350,4,6.26,4.13,230.87
52,40,16,350,5,5.76,1.59,200.29
75,40,17,350,3,4.76,3.58,234.84
72,40,7,350,5,4.36,3.82,239.04
54,40,8,350,3,6.51,2.66,170.8
64,40,7,350,4,6.35,1.78,198.82
51,40,7,350,3,6.87,1.89,158.64
74,40,12,350,3,4.09,2.77,218.93
60,40,16,350,3,8.14,2.63,198.73
61,40,17,350,4,8.46,3.37,220.46
49,40,7,350,4,7.48,2.46,171.54
67,40,12,350,4,6.0,1.85,213.9
65,40,13,350,5,3.89,3.0,229.25
58,40,7,350,3,5.88,2.47,176.01
68,40,15,350,3,5.18,1.85,207.03
62,40,16,350,5,6.92,1.69,223.39
58,40,16,350,3,6.05,2.48,191.65
56,40,15,350,3,4.59,3.46,189.82
58,40,7,350,3,5.71,3.54,181.89
70,40,13,350,4,8.9,2.71,229.6
59,40,18,350,5,8.25,3.27,230.53
48,40,17,350,4,8.61,2.44,187.47
61,40,18,350,3,8.42,3.96,212.07
58,40,8,350,3,5.51,3.9,185.44
53,40,13,350,3,3.73,4.25,183.61
73,40,17,350,3,7.13,3.32,231.28
67,40,11,350,5,7.74,3.45,236.23
55,40,11,350,4,7.69,3.43,196.93
50,40,16,350,5,5.01,3.75,207.49
64,40,10,350,5,8.26,3.78,230.42
46,40,12,350,4,6.14,4.5,183.93
72,40,13,350,5,6.57,2.5,243.94
62,40,9,350,4,8.96,4.2,214.04
53,40,18,350,4,8.6,1.57,194.99
58,40,12,350,4,5.29,2.49,197.54
63,40,8,350,3,8.3,3.64,197.3
47,40,8,350,3,7.79,3.04,159.12
71,40,8,350,4,8.65,2.99,224.52
63,40,17,350,4,7.56,4.16,228.37
65,40,16,350,4,5.13,3.0,222.14
72,40,12,350,4,4.5,3.79,234.17
60,40,16,350,5,8.37,1.83,221.23
61,40,9,350,4,4.6,4.34,208.63
74,40,18,350,3,6.03,2.73,230.79
49,40,7,350,4,7.83,3.39,177.11
67,40,16,350,5,5.18,3.07,240.28
50,40,17,350,3,5.43,1.67,171.06
59,40,16,350,4,7.03,3.99,216.63
72,40,7,350,4,6.0,2.93,222.15
61,40,12,350,4,5.96,3.68,211.31
61,40,17,350,3,6.52,4.18,209.83
58,40,12,350,5,8.07,4.24,223.4
67,40,16,350,5,5.02,3.26,241.2
61,40,9,350,4,6.14,2.86,201.71
46,40,14,350,3,6.24,1.82,158.94
49,40,10,350,3,6.49,4.0,171.04
51,40,11,350,3,5.44,2.52,167.72
75,40,11,350,3,4.38,3.75,225.16
69,40,10,350,3,7.39,3.6,212.52
70,40,13,350,5,6.55,3.44,244.93
60,40,18,350,3,6.03,2.52,199.58
46,40,13,350,5,7.19,3.65,195.23
51,40,17,350,3,6.21,2.67,179.57
66,40,8,350,5,7.29,2.05,220.63
67,40,9,350,4,8.4,2.0,211.84
71,40,14,350,3,3.64,2.23,212.46
67,40,16,350,3,7.79,2.77,214.21
49,40,14,350,4,6.06,3.07,185.66
62,40,15,350,3,6.87,3.33,204.07
61,40,14,350,4,6.0,2.31,207.05
59,40,11,350,5,3.19,2.26,208.13
51,40,11,350,4,6.45,3.21,185.96
63,40,12,350,5,5.07,2.85,223.5
68,40,12,350,3,3.35,4.37,214.39
51,40,13,350,3,3.22,2.0,166.16
52,40,16,350,4,5.65,2.38,191.25
61,40,9,350,5,4.09,4.48,222.34
72,40,16,350,4,3.24,4.18,242.06
49,40,18,350,3,5.65,4.32,185.78
50,40,16,350,4,8.23,1.55,184.67
73,40,18,350,3,3.71,3.41,230.32
49,40,7,350,4,6.54,2.53,171.06
67,40,14,350,3,8.36,3.71,216.61
56,40,12,350,4,5.04,2.93,195.5
61,40,16,350,3,6.46,2.28,197.34
57,40,10,350,4,6.24,3.95,201.09
67,40,15,350,4,4.82,4.48,232.78
54,40,7,350,4,4.3,4.09,188.5
72,40,17,350,5,4.92,4.33,259.58
51,40,8,350,5,6.53,2.42,189.83
52,40,18,350,4,7.56,2.01,194.36
52,40,18,350,5,3.49,3.32,211.37
60,40,18,350,5,8.92,4.48,240.12
63,40,14,350,3,5.34,1.62,193.44
50,40,11,350,5,6.06,2.58,193.29
74,40,7,350,3,7.34,3.61,218.12
69,40,13,350,3,7.16,4.45,222.25
48,40,14,350,5,8.38,3.89,203.69
68,40,16,350,3,3.71,4.31,221.25
50,40,7,350,3,8.74,3.93,169.74
74,40,17,350,3,5.58,3.34,232.1
64,40,9,350,5,5.88,3.96,227.51
53,40,15,350,5,7.41,1.92,204.12
69,40,15,350,5,5.29,2.56,240.08
59,40,12,350,4,4.87,3.11,202.8
58,40,10,350,3,8.68,2.53,184.09
47,40,18,350,4,8.49,3.32,191.89
60,40,13,350,4,5.68,1.58,198.78
75,40,10,350,4,5.61,2.31,229.86
53,40,12,350,5,3.72,4.14,208.07
59,40,11,350,4,3.33,3.65,202.7
67,40,12,350,3,8.83,3.83,214.3
48,40,7,350,3,6.87,1.68,151.02
74,40,9,350,5,6.12,2.18,239.15
70,40,9,350,5,3.3,1.54,224.33
57,40,14,350,3,5.24,1.71,180.98
46,40,8,350,4,3.29,2.52,163.26
48,40,9,350,4,8.14,3.78,180.88
52,40,13,350,4,8.37,4.09,198.28
51,40,7,350,4,7.56,4.29,186.22
49,40,11,350,4,4.52,4.1,184.89
46,40,13,350,3,3.43,2.02,155.74
54,40,12,350,5,7.67,2.02,201.93
46,40,17,350,4,6.71,4.26,191.68
53,40,13,350,4,5.72,3.61,195.25
50,40,16,350,4,6.08,3.65,194.52
65,40,7,350,5,4.07,2.72,217.55
54,40,8,350,5,8.67,2.59,199.21
60,40,7,350,4,7.84,3.2,199.64
73,40,17,350,3,7.89,1.89,223.93
63,40,9,350,4,5.73,3.12,207.09
54,40,14,350,4,7.92,2.1,192.64
67,40,17,350,4,4.34,3.31,229.16
66,40,11,350,3,7.7,3.8,209.22
68,40,16,350,3,8.16,2.92,217.55
55,40,16,350,5,7.61,2.3,212.45
53,40,13,350,5,7.96,2.49,204.42
57,40,13,350,3,6.42,2.64,185.61
46,40,9,350,4,8.78,2.69,171.04
47,40,9,350,5,4.53,4.25,191.43
62,40,15,350,3,7.54,2.31,198.94
52,40,16,350,5,8.14,3.47,213.11
69,40,11,350,5,4.66,3.84,239.85
68,40,10,350,3,7.39,2.25,202.77
61,40,17,350,4,4.19,2.35,210.74
49,40,16,350,4,3.82,2.29,182.6
48,40,7,350,3,6.48,1.99,152.41
64,40,12,350,4,4.77,4.42,220.82
59,40,13,350,3,3.18,2.1,183.84
64,40,16,350,5,7.51,2.33,231.83
62,40,17,350,5,5.67,1.74,224.22
57,40,11,350,5,8.07,2.24,208.26
46,40,10,350,4,5.61,2.14,166.7
75,40,12,350,4,5.13,3.6,240.12
62,40,16,350,3,7.94,1.92,198.83
48,40,10,350,4,8.86,2.65,176.89
52,40,17,350,5,4.58,2.35,205.2
73,40,14,350,3,8.79,3.21,227.06
49,40,14,350,5,8.11,1.75,193.52
68,40,17,350,3,4.73,2.17,211.84
64,40,18,350,4,7.23,4.06,231.36
70,40,11,350,3,4.29,4.2,216.88
61,40,14,350,4,7.32,2.24,207.89
73,40,12,350,5,3.8,2.39,241.17
71,40,10,350,4,8.42,3.89,232.81
65,40,14,350,3,5.42,4.09,211.73
65,40,14,350,5,6.23,3.01,233.2
61,40,17,350,5,4.38,2.94,227.64
49,40,14,350,4,6.29,3.71,189.48
66,40,12,350,3,3.64,1.87,196.27
70,40,8,350,4,8.85,1.92,216.52
55,40,9,350,3,5.43,4.28,182.79
72,40,12,350,4,3.18,2.41,225.16
72,40,10,350,4,3.81,3.17,226.6
74,40,8,350,3,4.25,2.54,210.92
48,40,18,350,3,7.17,2.37,174.05
75,40,17,350,5,6.21,1.56,251.59
49,40,10,350,4,8.51,3.5,183.5
69,40,9,350,3,5.6,2.07,200.52
48,40,18,350,5,7.19,3.58,207.7
66,40,8,350,3,7.85,3.98,205.23
52,40,8,350,5,4.32,2.12,188.23
48,40,15,350,3,4.66,2.14,165.28
50,40,11,350,5,4.55,4.02,200.01
75,40,12,350,3,5.67,3.86,228.69
60,40,16,350,4,8.69,4.29,222.01
53,40,11,350,3,4.22,4.37,181.31
73,40,10,350,5,5.73,3.76,247.26
70,40,15,350,4,5.95,4.29,239.19
74,40,7,350,3,4.87,4.36,220.05
53,40,8,350,4,3.62,3.2,182.41
64,40,18,350,3,3.21,2.72,206.66
75,40,18,350,5,6.15,2.16,256.63
54,40,14,350,5,4.97,3.39,210.57
73,40,17,350,3,3.76,1.67,218.84
55,40,13,350,5,6.12,2.79,208.69
75,40,8,350,3,8.19,3.23,220.62
61,40,7,350,4,8.13,4.19,207.64
55,40,11,350,5,6.86,4.32,214.58
56,40,10,350,3,3.21,4.47,185.66
48,40,11,350,4,8.6,4.38,188.12
71,40,15,350,3,4.85,4.08,225.73
72,40,10,350,3,6.5,3.09,215.26
63,40,13,350,4,4.11,2.54,209.17
60,40,13,350,4,5.53,2.63,204.56
48,40,16,350,5,7.71,3.33,203.34
56,40,14,350,5,6.67,2.73,212.72
55,40,9,350,4,6.06,3.99,195.14
53,40,12,350,5,3.16,1.94,195.14
68,40,13,350,4,3.78,2.96,221.96
51,40,11,350,4,7.04,4.18,191.97
62,40,9,350,5,3.5,3.83,220.27
74,40,9,350,5,6.49,3.01,244.17
57,40,7,350,5,5.9,2.8,202.54
47,40,13,350,3,8.89,4.06,174.47
54,40,8,350,4,5.75,1.51,177.01
57,40,15,350,5,6.29,2.2,213.24
60,40,10,350,5,6.12,3.86,220.3
59,40,8,350,5,6.85,3.56,213.72
74,40,13,350,3,8.97,3.1,227.04
48,40,17,350,5,4.67,2.67,198.5
66,40,10,350,5,8.68,1.78,223.82
55,40,12,350,5,5.96,4.42,216.02
59,40,9,350,3,4.83,2.0,177.96
73,40,18,350,5,7.24,3.63,261.65
59,40,17,350,4,3.59,2.19,204.99
48,40,14,350,3,5.93,2.26,165.42
51,40,11,350,3,7.9,3.14,173.51
48,40,13,350,4,7.51,3.52,185.68
74,40,18,350,3,6.77,3.46,235.6
57,40,17,350,5,8.59,3.53,226.31
74,40,18,350,4,6.09,2.74,244.3
59,40,8,350,5,4.34,3.32,210.03
59,40,16,350,5,3.6,2.22,216.85
48,40,15,350,3,8.65,4.01,179.54
67,40,18,350,4,8.79,1.75,226.22
66,40,8,350,3,6.28,4.1,204.45
63,40,13,350,3,4.08,3.38,200.48
57,40,11,350,4,8.95,4.41,207.92
69,40,9,350,3,5.37,1.58,197.54
54,40,10,350,5,4.32,3.71,204.91
69,40,17,350,3,5.67,3.66,223.26
50,40,18,350,3,4.75,4.31,187.03
71,40,18,350,4,4.01,3.39,239.6
73,40,10,350,5,8.75,2.63,243.7
55,40,12,350,3,7.22,3.94,187.68
56,40,12,350,4,7.58,3.02,198.37
67,40,9,350,5,3.57,1.79,219.56
46,40,16,350,5,6.91,1.8,189.68
74,40,12,350,3,8.43,1.85,217.78
71,40,17,350,3,4.62,2.61,220.65
75,40,7,350,5,6.39,1.67,235.24
74,40,17,350,3,3.22,3.4,230.24
51,40,18,350,4,5.51,3.01,195.95
69,40,14,350,4,5.45,3.37,229.68
56,40,16,350,3,7.13,1.73,184.14
65,40,12,350,5,6.64,1.72,222.87
65,40,11,350,4,4.65,2.37,209.57
50,40,8,350,5,3.6,2.67,186.37
46,40,17,350,3,4.13,1.66,161.22
67,40,9,350,4,3.25,2.22,208.29
51,40,17,350,5,4.83,3.77,211.29
64,40,7,350,3,3.99,2.22,185.71
67,40,13,350,5,4.87,1.61,226.61
68,40,15,350,3,6.21,2.51,211.71
53,40,8,350,4,5.16,4.35,190.33
70,40,8,350,5,7.76,1.84,228.46
57,40,11,350,4,4.94,3.1,196.8
68,40,12,350,4,4.48,2.49,218.24
69,40,13,350,4,4.71,2.98,225.08
75,40,11,350,4,7.98,3.19,238.75
48,40,13,350,4,3.9,1.59,171.44
48,40,18,350,4,3.16,4.38,195.06
72,40,11,350,3,7.07,2.47,214.0
52,40,14,350,4,6.44,2.37,188.5
58,40,11,350,5,7.16,2.27,209.73
56,40,18,350,4,3.78,4.2,211.78
75,40,14,350,5,8.07,2.06,251.0
46,40,11,350,4,6.93,1.9,168.29
49,40,7,350,4,8.32,2.14,170.51
70,40,8,350,4,3.21,3.45,219.91
58,40,7,350,4,5.59,3.05,192.41
61,40,15,350,3,5.12,3.37,200.53
58,40,11,350,3,4.06,4.37,191.89
49,40,14,350,5,5.93,2.2,194.03
69,40,11,350,4,7.55,3.17,225.36
75,40,16,350,4,3.58,3.26,243.62
66,40,18,350,4,6.57,3.78,233.46
68,40,12,350,4,6.62,4.26,230.21
61,40,12,350,3,4.91,3.16,194.01
55,40,11,350,5,3.36,3.12,204.55
49,40,14,350,5,8.45,4.4,208.78
58,40,15,350,3,4.96,2.19,187.29
73,40,13,350,3,5.23,3.81,225.42
71,40,7,350,5,3.21,3.12,231.88
48,40,11,350,5,5.69,3.09,191.54
56,40,16,350,4,7.57,3.34,207.03
56,40,9,350,4,8.93,1.94,188.4
71,40,12,350,3,3.92,2.45,210.53
47,40,7,350,4,5.22,1.86,161.76
72,40,12,350,5,7.71,2.76,244.75
69,40,15,350,5,4.31,4.3,248.98
53,40,7,350,5,5.8,4.2,201.77
71,40,15,350,5,5.94,2.39,244.01
67,40,10,350,5,4.54,3.82,233.62
64,40,8,350,5,4.98,2.75,218.14
72,40,12,350,5,5.39,3.34,245.86
57,40,16,350,3,3.89,1.63,182.7
54,40,12,350,3,6.64,2.42,176.43
62,40,12,350,3,8.42,4.24,205.51
56,40,8,350,5,8.56,3.5,208.54
55,40,12,350,3,5.41,2.58,178.33
67,40,15,350,3,5.04,2.85,210.39
55,40,12,350,5,5.92,2.6,205.72
59,40,12,350,4,7.8,1.85,198.41
56,40,18,350,4,8.81,3.59,213.02
72,40,12,350,5,5.56,2.51,241.34
65,40,14,350,4,3.85,3.77,221.87
61,40,8,350,5,6.84,4.37,222.57
62,40,13,350,3,3.42,3.92,200.77
67,40,14,350,4,7.76,3.45,227.99
63,40,10,350,5,4.78,3.52,223.58
53,40,13,350,5,8.09,2.55,204.88
46,40,18,350,3,8.8,4.08,180.92
63,40,10,350,4,8.71,3.5,213.72
52,40,16,350,4,4.87,3.65,197.68
60,40,17,350,3,4.03,1.76,191.72
72,40,14,350,3,8.91,4.29,231.12
69,40,12,350,5,6.91,4.12,245.24
64,40,13,350,5,7.08,4.35,237.68
56,40,11,350,5,5.24,2.82,206.76
74,40,17,350,5,6.47,4.3,265.14
62,40,10,350,3,6.49,3.12,193.97
70,40,13,350,4,4.87,4.14,233.91
49,40,11,350,3,6.26,2.45,163.8
47,40,16,350,4,8.11,2.14,181.46
60,40,9,350,4,8.29,3.65,206.02
68,40,17,350,4,6.6,3.38,233.8
47,40,17,350,4,4.5,1.81,177.95
72,40,9,350,3,8.77,4.08,221.24
66,40,10,350,5,6.78,3.38,231.08
54,40,15,350,5,7.18,3.94,217.44
56,40,11,350,4,7.17,3.0,196.17
54,40,12,350,5,3.79,2.08,198.66
48,40,9,350,4,8.35,1.64,169.0
49,40,7,350,4,4.89,1.67,164.67
61,40,15,350,5,4.89,2.43,221.81
75,40,13,350,3,4.17,2.87,223.43
71,40,9,350,3,6.24,3.4,212.9
72,40,7,350,5,3.3,2.57,231.0
64,40,10,350,5,8.6,3.99,231.92
57,40,15,350,3,5.19,1.85,183.44
72,40,12,350,4,8.74,1.77,226.72
51,40,18,350,4,6.92,4.46,205.44
57,40,12,350,3,7.41,3.3,188.54
59,40,13,350,3,5.42,4.47,199.29
74,40,10,350,4,7.86,2.0,228.06
58,40,17,350,5,4.29,3.33,223.32
68,40,15,350,5,6.3,3.46,243.95
63,40,17,350,3,8.92,1.88,203.38
48,40,13,350,3,8.36,4.17,176.74
47,40,9,350,3,7.87,4.42,168.69
74,40,14,350,3,5.6,3.98,230.59
51,40,9,350,4,8.54,3.08,183.74
61,40,16,350,3,4.41,2.7,197.8
63,40,17,350,4,5.62,1.7,212.69
65,40,14,350,4,5.19,2.71,217.14
47,40,17,350,4,4.58,2.02,179.21
49,40,13,350,5,8.7,2.07,194.16
70,40,16,350,3,6.0,2.87,219.55
57,40,15,350,5,8.06,4.31,226.78
48,40,18,350,4,7.4,3.51,194.1
51,40,7,350,4,3.63,1.73,168.13
66,40,12,350,5,7.7,1.68,225.78
55,40,8,350,5,8.17,1.98,197.45
68,40,11,350,4,6.35,3.2,222.27
52,40,7,350,3,5.99,3.85,171.02
74,40,15,350,4,6.72,3.24,242.57
71,40,13,350,4,5.49,3.16,231.11
75,40,13,350,3,8.14,1.54,219.62
58,40,13,350,5,4.27,4.31,221.98
67,40,11,350,4,7.3,2.04,214.47
50,40,12,350,5,7.44,3.69,202.55
68,40,13,350,5,3.31,2.61,232.94
64,40,9,350,5,5.6,4.44,229.96
70,40,8,350,5,5.91,2.01,227.7
59,40,9,350,5,6.96,2.06,207.07
67,40,11,350,4,8.65,3.39,223.34
59,40,17,350,5,8.2,3.84,231.98
66,40,15,350,5,8.53,3.13,239.87
59,40,18,350,3,6.17,2.56,197.79
52,40,8,350,5,5.8,2.88,193.89
71,40,12,350,4,8.81,3.22,232.82
65,40,17,350,5,5.76,1.65,230.23
69,40,15,350,5,5.69,2.7,241.24
65,40,11,350,5,8.7,4.4,238.19
60,40,9,350,4,4.07,3.18,199.45
47,40,9,350,4,7.35,3.28,175.18
50,40,9,350,5,6.48,3.24,193.98
54,40,15,350,3,8.27,3.17,187.31
70,40,14,350,3,8.97,3.7,223.56
75,40,12,350,3,6.28,4.49,232.81
48,40,18,350,3,7.95,3.98,183.86
75,40,16,350,3,5.95,3.54,234.0
48,40,8,350,4,4.8,3.35,173.63
69,40,18,350,5,8.07,3.45,252.83
50,40,14,350,5,7.6,3.73,206.36
74,40,12,350,3,8.88,3.17,225.64
51,40,18,350,4,5.16,2.48,192.64
46,40,11,350,4,7.76,2.93,174.87
61,40,9,350,3,7.98,2.77,189.52
60,40,13,350,3,5.68,3.87,198.29
51,40,11,350,5,8.49,2.51,197.3
58,40,16,350,4,5.61,3.13,208.31
55,40,10,350,4,7.87,4.04,198.82
58,40,18,350,4,7.37,2.51,209.88
62,40,10,350,3,4.35,2.8,190.17
46,40,8,350,5,7.46,1.92,177.15
56,40,9,350,5,5.44,1.65,196.91
67,40,18,350,5,5.39,4.32,250.95
48,40,7,350,4,8.99,2.63,171.75
62,40,14,350,5,5.7,2.62,224.07
69,40,16,350,5,7.73,1.53,238.25
73,40,10,350,5,5.2,1.57,234.42
53,40,8,350,5,6.3,2.1,192.1
66,40,12,350,5,6.68,3.92,237.46
65,40,7,350,4,8.43,1.67,202.28
61,40,14,350,4,7.79,2.78,211.37
74,40,7,350,4,4.12,3.76,229.37
50,40,10,350,3,6.14,3.48,169.93
73,40,7,350,5,7.38,3.27,240.89
64,40,13,350,3,3.28,1.78,192.86
63,40,13,350,5,5.69,3.48,229.34
68,40,13,350,3,3.17,2.33,204.44
61,40,12,350,5,4.62,2.85,218.79
65,40,8,350,5,5.93,3.43,225.0
47,40,7,350,5,5.07,3.69,185.34
55,40,7,350,5,6.15,4.21,206.44
59,40,7,350,4,5.08,2.55,191.26
49,40,15,350,4,7.11,4.25,195.0
51,40,18,350,4,3.35,2.12,188.92
56,40,13,350,3,7.51,2.87,185.78
54,40,7,350,4,5.81,4.12,190.07
50,40,8,350,4,6.61,2.61,175.43
54,40,18,350,3,5.05,3.28,190.08
72,40,16,350,4,5.32,3.69,241.23
74,40,18,350,4,6.73,1.63,238.64
52,40,9,350,4,5.24,2.26,178.19
57,40,9,350,4,3.23,1.79,184.39
53,40,11,350,3,4.87,4.32,181.64
49,40,18,350,3,7.26,3.59,183.16
67,40,9,350,3,3.98,1.86,193.54
63,40,12,350,5,3.84,3.07,223.59
56,40,11,350,3,3.53,2.87,178.65
52,40,10,350,5,7.81,4.48,208.21
67,40,17,350,4,7.89,3.33,232.58
70,40,9,350,3,6.32,2.05,203.22
47,40,10,350,5,7.4,3.45,191.3
64,40,12,350,4,3.63,2.16,207.01
59,40,18,350,3,4.08,2.38,194.83
67,40,9,350,3,5.1,3.63,204.56
71,40,14,350,3,3.38,2.72,214.98
50,40,15,350,3,3.67,3.04,173.72
49,40,7,350,4,7.15,3.07,174.67
66,40,10,350,3,3.33,1.62,191.15
57,40,16,350,3,4.39,1.87,184.52
62,40,16,350,4,5.78,4.44,224.44
59,40,15,350,4,8.1,3.87,215.23
61,40,13,350,5,3.68,1.95,214.55
61,40,7,350,4,4.78,1.65,190.2
68,40,16,350,5,5.71,3.42,244.89
65,40,12,350,5,6.36,4.1,236.04
69,40,17,350,3,3.22,4.35,224.88
49,40,7,350,3,5.22,4.46,167.31
50,40,18,350,5,4.63,3.99,211.92
49,40,17,350,5,8.79,4.37,214.07
52,40,10,350,5,4.65,1.53,188.64
53,40,12,350,4,6.08,3.58,193.7
55,40,10,350,3,5.77,4.27,184.77
60,40,14,350,5,4.85,3.66,224.85
50,40,9,350,5,6.25,2.34,188.69
71,40,16,350,5,6.97,4.04,255.99
48,40,14,350,4,8.09,3.65,188.67
71,40,15,350,5,5.21,4.22,253.66
64,40,15,350,3,6.76,4.22,213.28
57,40,12,350,5,8.89,2.24,210.74
53,40,13,350,4,4.85,2.16,186.26
61,40,11,350,3,6.76,2.15,188.31
66,40,14,350,3,4.52,2.64,204.86
72,40,16,350,5,4.38,2.77,248.56
72,40,17,350,5,3.35,3.69,254.51
73,40,14,350,5,7.19,3.85,255.99
69,40,18,350,5,4.34,3.75,251.05
53,40,16,350,4,7.66,2.85,197.91
66,40,8,350,5,8.23,3.69,230.75
59,40,15,350,3,5.1,3.66,197.85
50,40,11,350,3,4.92,4.18,174.46
56,40,16,350,4,4.52,2.7,200.58
60,40,11,350,5,6.54,3.9,222.64
65,40,14,350,4,7.52,1.86,214.51
57,40,14,350,5,5.97,1.6,207.84
75,40,18,350,3,6.56,3.07,235.35
67,40,15,350,4,8.28,3.29,229.29
71,40,13,350,5,4.74,4.17,249.51
48,40,9,350,5,4.75,3.28,188.31
49,40,8,350,3,5.71,4.35,168.86
47,40,8,350,3,6.81,3.5,160.8
64,40,14,350,3,6.41,1.78,197.48
68,40,10,350,4,4.34,3.44,220.04
67,40,13,350,4,8.07,3.65,227.69
50,40,17,350,3,3.53,2.1,171.72
51,40,16,350,4,6.12,3.31,194.78
64,40,10,350,5,7.29,1.85,218.64
72,40,14,350,4,6.48,3.38,237.13
52,40,7,350,4,7.08,3.5,183.46
68,40,7,350,4,7.19,1.98,209.31
47,40,17,350,5,3.98,4.23,204.52
52,40,17,350,4,4.2,2.22,190.71
57,40,18,350,3,8.12,2.0,192.15
72,40,14,350,3,5.49,4.2,227.43
72,40,11,350,4,3.71,2.66,225.35
60,40,12,350,3,4.11,2.22,185.81
61,40,13,350,4,6.55,3.2,210.87
73,40,9,350,5,7.82,2.33,239.43
74,40,12,350,5,3.57,4.02,252.29
73,40,10,350,5,7.47,2.71,242.96
60,40,18,350,3,7.24,3.38,205.55
52,40,16,350,4,6.1,1.85,188.68
73,40,13,350,3,8.91,2.6,222.02
62,40,10,350,4,8.22,2.9,207.73
67,40,13,350,5,4.03,2.31,229.78
49,40,17,350,5,8.79,3.62,209.84
47,40,8,350,4,4.11,1.58,160.86
62,40,12,350,4,7.34,1.93,204.87
61,40,7,350,5,6.37,3.41,215.0
57,40,15,350,4,5.84,3.85,208.72
59,40,13,350,5,6.19,2.19,213.95
60,40,7,350,3,3.37,2.94,180.62
65,40,13,350,4,3.99,1.89,209.68
55,40,17,350,5,6.01,3.29,218.26
46,40,10,350,5,8.18,1.58,179.33
63,40,7,350,5,5.82,2.22,212.07
47,40,7,350,5,7.45,1.81,176.95
57,40,15,350,3,7.86,4.12,198.73
52,40,7,350,4,8.02,3.72,185.58
52,40,16,350,3,5.31,2.85,180.18
53,40,11,350,3,4.59,1.85,167.44
73,40,8,350,4,3.71,2.97,224.1
