Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
2017-07-31,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,113,15,15,100,36,0,48,0,1,16,58.2,16,32,Routine Antenatal / Minor Infection / General Checkup,2.9,33.2,28.9,18.3,9.5,6.5,3.4,90,Clear / Pleasant,27.4
2017-07-31,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,47,91,3,10,10,4,172,2,1,86,81.8,3,7,Gastroenteritis,4.3,50.9,17.7,31.3,9.6,6.3,4.8,171,Warm/Humid,19.7
2017-08-01,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,225,63,15,100,106,51,71,49,4,71,79.0,18,36,Gastroenteritis,11.3,50.4,34.8,28.3,21.0,14.6,3.8,255,Warm/Humid,12.6
2017-08-01,Small Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,85,184,3,10,35,22,414,21,0,414,100.0,1,4,Severe COPD / Asthma (Stubble Smoke),4.1,31.3,33.3,15.0,23.4,17.5,4.1,460,Heavy Smog / Post-Harvest Burning,27.5
2017-08-02,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,336,129,15,100,131,73,582,55,3,291,97.4,20,42,Severe Heatstroke / Thresher Accidents,11.8,41.6,15.2,33.2,29.2,23.8,3.0,209,Extreme Heatwave (Harvesting),44.0
2017-08-02,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,21,21,3,10,9,0,18,0,1,18,44.0,3,3,Routine Antenatal / Minor Infection / General Checkup,1.1,40.1,22.3,23.4,2.5,4.6,3.1,75,Clear / Pleasant,26.2
2017-08-03,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,440,180,15,100,202,90,954,77,5,318,95.5,12,15,Severe COPD / Asthma (Stubble Smoke),14.1,41.9,23.6,19.2,34.7,22.9,3.1,450,Heavy Smog / Post-Harvest Burning,20.1
2017-08-03,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,35,94,3,10,17,8,176,7,0,88,83.5,3,3,Pesticide Exposure (Mild),4.1,54.0,15.9,15.3,5.8,4.7,1.7,223,Dry Cold,35.4
2017-08-04,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,100,37,15,100,49,0,66,0,3,33,45.0,12,45,Routine Antenatal / Minor Infection / General Checkup,4.8,56.2,25.0,36.3,9.4,5.1,1.5,136,Clear / Pleasant,29.6
2017-08-04,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,21,42,3,10,5,0,27,0,1,27,43.6,3,6,Routine Antenatal / Minor Infection / General Checkup,4.5,41.9,28.0,23.6,8.8,4.4,17.3,68,Clear / Pleasant,27.5
2017-08-05,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,187,68,15,100,84,32,180,19,4,90,71.3,20,47,Minor Farm Trauma,7.9,37.4,19.3,30.2,27.1,11.7,4.1,331,Light Rain,24.0
2017-08-05,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,51,71,3,10,14,8,47,7,1,47,84.4,2,3,Gastroenteritis,2.0,49.6,26.8,15.8,8.6,5.5,2.1,182,Light Rain,38.2
2017-08-06,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,205,63,15,100,100,46,116,41,4,58,76.5,12,25,Gastroenteritis,8.4,44.2,16.3,30.0,4.8,6.6,3.4,295,Light Rain,26.1
2017-08-06,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,48,73,3,10,10,5,360,4,0,120,90.2,1,4,Pesticide Exposure (Mild),2.8,47.6,31.3,25.2,36.8,23.8,3.2,185,Light Rain,23.3
2017-08-07,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,62,17,15,100,22,0,20,0,4,20,33.5,16,45,Routine Antenatal / Minor Infection / General Checkup,9.9,47.4,34.2,17.5,2.5,6.9,2.0,137,Clear / Pleasant,28.6
2017-08-07,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,12,37,3,10,4,1,16,0,1,16,45.7,3,3,Routine Antenatal / Minor Infection / General Checkup,0.8,58.1,27.8,24.8,35.1,20.0,3.4,103,Clear / Pleasant,25.4
2017-08-08,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,150,96,15,100,34,21,225,17,1,75,85.7,12,50,Minor Farm Trauma,15.0,34.4,33.7,32.0,4.1,6.3,11.9,324,Dry Cold,37.2
2017-08-08,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,52,80,3,10,23,14,196,13,1,98,81.2,1,7,Gastroenteritis,4.5,44.1,33.5,34.8,5.1,6.8,4.0,283,Dust Storm,16.6
2017-08-09,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,230,89,15,100,46,14,144,9,3,48,74.3,20,40,Gastroenteritis,7.1,51.6,27.8,26.6,4.6,5.8,3.3,320,Warm/Humid,12.2
2017-08-09,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,28,34,3,10,7,0,26,0,1,26,35.2,3,8,Routine Antenatal / Minor Infection / General Checkup,1.6,40.5,34.0,29.4,3.7,5.8,11.8,128,Clear / Pleasant,22.0
2017-08-10,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,231,53,15,100,106,47,207,43,3,69,70.3,11,48,Minor Farm Trauma,4.2,57.6,25.8,24.1,2.2,5.8,2.8,308,Dust Storm,14.7
2017-08-10,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,19,15,3,10,4,2,66,1,1,33,56.6,2,4,Routine Antenatal / Minor Infection / General Checkup,3.8,43.6,21.9,34.6,15.2,17.2,4.1,103,Clear / Pleasant,30.9
2017-08-11,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,243,94,15,100,76,43,234,42,3,117,91.7,16,48,Minor Farm Trauma,5.1,57.1,20.4,35.6,3.4,7.7,3.5,223,Warm/Humid,10.3
2017-08-11,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,24,39,3,10,6,2,58,1,1,29,51.6,1,8,Routine Antenatal / Minor Infection / General Checkup,0.9,52.2,17.5,22.5,6.7,7.7,4.4,75,Clear / Pleasant,30.8
2017-08-12,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,63,5,15,100,19,1,20,0,1,10,36.7,20,40,Routine Antenatal / Minor Infection / General Checkup,6.5,30.8,24.5,19.0,5.5,3.4,18.3,126,Clear / Pleasant,22.7
2017-08-12,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,10,31,3,10,3,1,5,0,1,5,30.2,3,4,Routine Antenatal / Minor Infection / General Checkup,2.8,46.1,32.3,34.2,35.6,19.1,2.2,76,Clear / Pleasant,23.4
2017-08-13,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,51,3,15,100,20,1,20,0,1,10,52.7,16,28,Routine Antenatal / Minor Infection / General Checkup,11.2,39.9,24.4,33.7,2.1,4.7,2.0,150,Clear / Pleasant,20.0
2017-08-13,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,16,27,3,10,5,0,6,0,1,6,42.1,3,3,Routine Antenatal / Minor Infection / General Checkup,1.4,39.5,26.5,33.0,3.2,7.4,12.8,105,Clear / Pleasant,25.7
2017-08-14,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,80,25,15,100,21,2,52,1,2,26,52.6,18,34,Routine Antenatal / Minor Infection / General Checkup,8.2,30.3,21.0,29.3,2.1,3.7,4.4,113,Clear / Pleasant,20.8
2017-08-14,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,42,75,3,10,13,5,96,3,1,96,77.1,3,5,Minor Farm Trauma,4.9,37.9,26.7,31.2,8.8,7.3,13.4,334,Dry Cold,37.3
2017-08-15,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,112,43,15,100,51,1,38,0,4,38,49.9,19,32,Routine Antenatal / Minor Infection / General Checkup,5.1,57.3,23.9,26.3,3.8,4.7,9.9,129,Clear / Pleasant,26.3
2017-08-15,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,25,34,3,10,7,1,69,0,0,23,56.5,3,8,Routine Antenatal / Minor Infection / General Checkup,5.0,31.9,17.5,35.4,37.8,13.1,2.5,54,Clear / Pleasant,29.1
2017-08-16,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,151,80,15,100,72,40,258,25,4,86,89.3,18,50,Viral Fever,9.9,48.0,21.0,31.4,30.9,24.2,3.9,265,Dry Cold,27.6
2017-08-16,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,56,72,3,10,24,14,294,9,1,98,83.3,2,3,Pesticide Exposure (Mild),4.2,39.7,17.2,34.2,33.4,13.5,2.9,166,Warm/Humid,15.9
2017-08-17,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,82,31,15,100,39,0,17,0,4,17,66.8,17,43,Routine Antenatal / Minor Infection / General Checkup,2.3,59.4,28.5,18.3,2.7,6.5,4.2,63,Clear / Pleasant,29.5
2017-08-17,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,18,2,3,10,5,1,6,0,1,6,59.1,2,3,Routine Antenatal / Minor Infection / General Checkup,1.9,49.1,20.9,19.1,8.3,6.8,17.8,52,Clear / Pleasant,31.3
2017-08-18,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,86,33,15,100,39,2,111,1,4,37,55.0,20,28,Routine Antenatal / Minor Infection / General Checkup,8.5,37.3,32.9,35.7,6.8,2.8,16.4,57,Clear / Pleasant,27.5
2017-08-18,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,24,25,3,10,10,2,40,1,0,40,35.3,3,5,Routine Antenatal / Minor Infection / General Checkup,3.8,38.9,25.5,23.8,3.0,6.4,2.4,121,Clear / Pleasant,22.6
2017-08-19,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,211,97,15,100,42,21,166,15,4,83,85.6,16,45,Gastroenteritis,6.5,55.9,26.2,31.4,8.6,4.3,1.5,217,Light Rain,37.5
2017-08-19,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,28,28,3,10,12,2,26,1,1,26,43.8,2,8,Routine Antenatal / Minor Infection / General Checkup,0.5,37.2,28.2,26.5,9.3,2.4,3.8,108,Clear / Pleasant,23.3
2017-08-20,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,82,13,15,100,35,1,8,0,2,8,47.6,19,43,Routine Antenatal / Minor Infection / General Checkup,4.7,47.4,20.9,23.5,15.7,17.6,4.0,63,Clear / Pleasant,31.1
2017-08-20,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,31,49,3,10,11,1,45,0,0,15,43.6,1,4,Routine Antenatal / Minor Infection / General Checkup,0.4,50.1,17.0,37.1,34.5,10.1,4.4,120,Clear / Pleasant,30.4
2017-08-21,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,76,19,15,100,22,0,27,0,1,9,32.4,16,50,Routine Antenatal / Minor Infection / General Checkup,4.4,43.0,29.6,37.7,17.7,14.8,3.5,130,Clear / Pleasant,26.3
2017-08-21,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,11,22,3,10,4,2,76,1,0,38,67.9,2,8,Routine Antenatal / Minor Infection / General Checkup,0.4,57.7,21.2,15.3,9.1,7.4,12.4,115,Clear / Pleasant,22.9
2017-08-22,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,196,89,15,100,68,31,114,30,4,114,88.7,11,34,Pesticide Exposure (Mild),8.5,56.0,19.2,20.5,27.9,12.2,1.2,189,Warm/Humid,19.5
2017-08-22,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,53,72,3,10,20,9,89,5,1,89,92.0,1,7,Gastroenteritis,0.4,54.8,29.9,38.4,5.3,6.3,2.0,289,Light Rain,15.5
2017-08-23,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,247,60,15,100,106,34,228,26,1,76,74.8,12,49,Minor Farm Trauma,3.5,31.4,25.9,27.8,2.6,5.4,4.7,201,Warm/Humid,17.7
2017-08-23,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,28,3,3,10,9,0,32,0,0,32,42.2,1,8,Routine Antenatal / Minor Infection / General Checkup,2.4,44.6,27.6,37.7,4.7,5.3,1.2,130,Clear / Pleasant,22.9
2017-08-24,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,112,45,15,100,55,2,32,1,2,32,31.9,16,37,Routine Antenatal / Minor Infection / General Checkup,12.9,56.5,25.3,26.1,38.0,11.0,3.2,76,Clear / Pleasant,20.9
2017-08-24,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,12,9,3,10,4,1,18,0,1,9,65.8,3,4,Routine Antenatal / Minor Infection / General Checkup,4.1,32.3,21.4,26.0,4.9,3.7,2.6,132,Clear / Pleasant,21.0
2017-08-25,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,170,65,15,100,71,25,117,18,2,117,84.5,12,38,Gastroenteritis,6.0,51.4,16.8,33.1,8.0,3.6,11.2,314,Dust Storm,33.7
2017-08-25,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,27,30,3,10,8,2,90,1,1,30,61.7,2,8,Routine Antenatal / Minor Infection / General Checkup,1.4,42.9,31.8,35.8,6.1,2.3,16.3,93,Clear / Pleasant,26.0
2017-08-26,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,233,55,15,100,71,33,216,29,4,108,88.5,19,35,Gastroenteritis,8.2,51.1,20.7,25.6,7.1,6.0,2.9,337,Warm/Humid,41.6
2017-08-26,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,15,10,3,10,3,0,40,0,1,20,41.0,3,6,Routine Antenatal / Minor Infection / General Checkup,1.4,54.2,33.6,29.0,23.2,14.1,4.6,143,Clear / Pleasant,24.3
2017-08-27,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,66,49,15,100,24,0,96,0,1,32,63.2,14,31,Routine Antenatal / Minor Infection / General Checkup,10.7,30.0,30.3,18.5,9.8,7.2,10.7,135,Clear / Pleasant,21.2
2017-08-27,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,15,10,3,10,4,2,64,1,0,32,38.3,3,8,Routine Antenatal / Minor Infection / General Checkup,1.0,58.6,23.1,17.1,4.9,4.8,3.5,111,Clear / Pleasant,24.1
2017-08-28,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,216,67,15,100,68,34,336,30,1,112,71.8,16,40,Pesticide Exposure (Mild),14.4,32.7,19.0,37.0,17.5,17.6,4.0,287,Dust Storm,35.0
2017-08-28,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,38,59,3,10,13,3,50,2,0,50,73.8,2,4,Pesticide Exposure (Mild),1.0,58.9,24.7,22.8,2.6,7.3,1.7,274,Dust Storm,36.1
2017-08-29,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,119,5,15,100,31,1,20,0,2,20,50.8,16,27,Routine Antenatal / Minor Infection / General Checkup,12.7,49.6,20.4,39.9,2.6,3.3,4.6,150,Clear / Pleasant,30.9
2017-08-29,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,28,8,3,10,9,0,45,0,0,15,44.2,2,4,Routine Antenatal / Minor Infection / General Checkup,4.1,56.9,26.3,34.9,9.9,7.1,2.5,85,Clear / Pleasant,28.3
2017-08-30,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,78,47,15,100,17,2,38,1,1,38,30.5,13,45,Routine Antenatal / Minor Infection / General Checkup,7.3,52.0,22.2,28.5,5.4,7.2,5.0,82,Clear / Pleasant,24.2
2017-08-30,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,17,40,3,10,4,1,27,0,1,27,63.9,2,3,Routine Antenatal / Minor Infection / General Checkup,2.6,33.5,34.4,32.8,2.2,5.6,2.2,56,Clear / Pleasant,21.9
2017-08-31,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,249,54,15,100,72,33,112,23,4,56,70.0,18,35,Pesticide Exposure (Mild),14.7,42.3,20.1,23.0,9.1,5.7,1.4,221,Dust Storm,32.5
2017-08-31,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,42,69,3,10,13,6,92,5,0,92,84.9,2,5,Viral Fever,1.8,58.9,22.7,21.3,7.2,6.0,1.6,184,Warm/Humid,24.5
2017-09-01,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,354,156,15,100,131,67,1083,41,3,361,98.9,13,36,Severe Heatstroke / Thresher Accidents,9.0,41.0,18.9,27.7,31.5,21.7,3.4,218,Extreme Heatwave (Harvesting),40.2
2017-09-01,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,37,89,3,10,15,6,333,5,1,111,74.6,1,8,Minor Farm Trauma,0.8,46.5,32.8,24.1,23.5,24.5,4.2,270,Dust Storm,40.7
2017-09-02,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,195,91,15,100,60,35,195,33,4,65,74.5,10,30,Viral Fever,10.6,45.2,18.0,25.1,6.7,7.9,1.5,165,Warm/Humid,22.0
2017-09-02,Small Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,81,192,3,10,31,22,1365,19,0,455,95.3,1,3,Severe Heatstroke / Thresher Accidents,3.3,54.1,18.9,27.7,28.4,19.4,3.8,169,Extreme Heatwave (Harvesting),47.8
2017-09-03,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,102,11,15,100,46,1,78,0,3,26,60.7,17,30,Routine Antenatal / Minor Infection / General Checkup,14.6,49.4,15.2,36.7,9.1,2.2,1.7,91,Clear / Pleasant,29.9
2017-09-03,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,88,162,3,10,26,11,640,8,1,320,95.9,1,2,Severe Heatstroke / Thresher Accidents,1.3,50.2,25.6,23.0,20.0,17.0,1.6,203,Extreme Heatwave (Harvesting),47.1
2017-09-04,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,196,88,15,100,60,30,184,18,4,92,86.9,16,27,Minor Farm Trauma,13.1,55.9,30.8,25.0,2.1,5.0,13.9,200,Warm/Humid,33.1
2017-09-04,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,25,24,3,10,11,1,99,0,1,33,38.9,1,3,Routine Antenatal / Minor Infection / General Checkup,3.4,36.0,20.9,19.9,8.2,6.1,2.6,57,Clear / Pleasant,21.1
2017-09-05,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,219,91,15,100,94,57,252,40,3,84,93.0,16,42,Gastroenteritis,4.7,35.7,22.6,28.5,2.6,7.4,16.5,309,Dry Cold,39.8
2017-09-05,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,32,15,3,10,15,1,74,0,1,37,51.4,3,3,Routine Antenatal / Minor Infection / General Checkup,1.4,39.2,23.5,24.1,7.4,4.4,3.2,85,Clear / Pleasant,21.0
2017-09-06,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,120,50,15,100,29,0,24,0,4,8,34.0,15,44,Routine Antenatal / Minor Infection / General Checkup,4.3,33.0,31.0,24.3,5.7,3.2,8.8,61,Clear / Pleasant,31.4
2017-09-06,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,26,25,3,10,11,2,72,1,0,36,40.7,1,5,Routine Antenatal / Minor Infection / General Checkup,4.0,34.1,21.8,36.4,4.5,4.7,2.0,76,Clear / Pleasant,23.3
2017-09-07,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,254,103,15,100,89,68,425,42,3,425,98.7,10,48,Severe COPD / Asthma (Stubble Smoke),7.7,35.6,18.5,29.9,16.1,13.8,3.1,630,Heavy Smog / Post-Harvest Burning,19.1
2017-09-07,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,18,33,3,10,7,1,25,0,0,25,59.7,2,5,Routine Antenatal / Minor Infection / General Checkup,0.7,48.8,33.2,24.2,6.8,7.9,2.6,107,Clear / Pleasant,21.0
2017-09-08,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,164,92,15,100,54,33,174,25,4,58,84.8,10,50,Gastroenteritis,14.3,44.2,34.4,27.6,4.2,7.4,3.1,326,Warm/Humid,32.4
2017-09-08,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,17,47,3,10,4,1,18,0,1,9,62.6,3,7,Routine Antenatal / Minor Infection / General Checkup,2.9,34.4,28.5,28.7,8.6,5.0,2.3,96,Clear / Pleasant,27.6
2017-09-09,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,163,97,15,100,42,25,208,20,4,104,92.1,17,27,Pesticide Exposure (Mild),14.5,45.5,34.9,21.0,5.5,6.6,4.0,191,Warm/Humid,34.2
2017-09-09,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,53,99,3,10,26,10,61,9,0,61,81.3,1,5,Gastroenteritis,2.0,37.7,17.5,39.5,9.0,4.7,17.2,225,Light Rain,32.1
2017-09-10,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,113,42,15,100,46,2,20,1,1,20,52.3,11,47,Routine Antenatal / Minor Infection / General Checkup,13.5,50.7,21.7,29.6,9.8,7.2,8.7,54,Clear / Pleasant,25.0
2017-09-10,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,50,58,3,10,15,7,108,6,1,54,75.2,3,6,Gastroenteritis,0.7,50.4,26.1,30.6,5.3,3.6,16.6,186,Dust Storm,18.4
2017-09-11,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,158,96,15,100,65,41,96,24,2,48,83.3,20,40,Viral Fever,4.5,44.8,28.7,25.3,2.5,6.6,15.3,205,Light Rain,27.9
2017-09-11,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,29,37,3,10,12,0,30,0,0,30,39.7,2,6,Routine Antenatal / Minor Infection / General Checkup,3.7,53.4,18.8,15.7,19.1,21.7,3.1,144,Clear / Pleasant,21.0
2017-09-12,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,66,31,15,100,24,2,57,1,2,19,63.4,15,27,Routine Antenatal / Minor Infection / General Checkup,10.2,40.4,28.6,23.6,28.6,24.2,1.0,122,Clear / Pleasant,21.7
2017-09-12,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,42,96,3,10,14,5,142,3,0,71,77.9,3,3,Pesticide Exposure (Mild),1.7,31.7,23.4,35.1,8.8,5.9,14.9,329,Dust Storm,19.8
2017-09-13,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,228,66,15,100,66,23,192,18,1,64,83.4,19,41,Minor Farm Trauma,7.7,47.0,19.5,33.7,6.3,6.1,13.4,179,Warm/Humid,15.5
2017-09-13,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,17,26,3,10,4,1,35,0,1,35,46.2,2,8,Routine Antenatal / Minor Infection / General Checkup,1.3,49.3,20.1,38.2,16.8,24.8,4.1,80,Clear / Pleasant,20.2
2017-09-14,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,232,91,15,100,80,45,228,36,3,76,88.7,19,39,Minor Farm Trauma,2.1,36.3,24.3,15.4,18.4,19.9,4.5,220,Warm/Humid,37.8
2017-09-14,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,39,53,3,10,13,5,154,3,1,77,86.6,3,6,Minor Farm Trauma,0.7,37.1,32.1,27.4,28.5,22.8,2.3,349,Dust Storm,40.2
2017-09-15,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,176,85,15,100,66,46,71,45,1,71,89.3,17,36,Viral Fever,9.2,35.3,20.0,17.4,23.0,23.3,2.2,261,Light Rain,27.9
2017-09-15,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,33,40,3,10,9,0,60,0,1,30,36.8,1,6,Routine Antenatal / Minor Infection / General Checkup,1.5,54.2,18.2,31.8,3.7,3.6,8.9,127,Clear / Pleasant,26.3
2017-09-16,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,96,6,15,100,20,0,40,0,2,20,57.1,16,48,Routine Antenatal / Minor Infection / General Checkup,3.5,43.8,25.5,30.9,34.3,11.2,2.0,108,Clear / Pleasant,24.1
2017-09-16,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,14,1,3,10,4,1,66,0,0,22,32.3,3,3,Routine Antenatal / Minor Infection / General Checkup,3.4,58.1,17.8,37.1,33.3,21.4,3.4,114,Clear / Pleasant,30.5
2017-09-17,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,106,3,15,100,51,0,51,0,2,17,50.1,15,43,Routine Antenatal / Minor Infection / General Checkup,7.6,30.9,15.6,22.2,35.4,17.3,3.3,109,Clear / Pleasant,31.0
2017-09-17,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,50,99,3,10,20,13,201,12,1,67,89.9,3,7,Viral Fever,4.1,42.4,31.4,21.0,2.6,4.9,2.5,244,Light Rain,32.0
2017-09-18,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,135,40,15,100,57,0,16,0,3,8,38.3,17,26,Routine Antenatal / Minor Infection / General Checkup,12.8,46.3,21.4,24.9,2.8,3.5,16.4,95,Clear / Pleasant,27.7
2017-09-18,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,14,29,3,10,4,1,35,0,0,35,40.8,3,6,Routine Antenatal / Minor Infection / General Checkup,4.0,42.6,29.5,18.2,31.5,18.8,3.2,101,Clear / Pleasant,30.3
2017-09-19,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,131,6,15,100,64,1,32,0,1,32,52.5,20,31,Routine Antenatal / Minor Infection / General Checkup,5.8,33.7,18.1,32.5,39.6,16.0,3.4,82,Clear / Pleasant,30.9
2017-09-19,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,44,74,3,10,17,10,174,7,1,58,83.9,3,7,Pesticide Exposure (Mild),1.5,50.7,28.6,30.1,8.8,5.3,1.5,282,Dust Storm,37.3
2017-09-20,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,147,9,15,100,64,2,8,1,1,8,56.8,19,29,Routine Antenatal / Minor Infection / General Checkup,11.4,36.4,18.0,36.9,8.0,6.3,4.2,138,Clear / Pleasant,21.1
2017-09-20,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,53,85,3,10,21,12,77,10,0,77,81.3,1,8,Pesticide Exposure (Mild),4.6,33.5,30.0,38.5,4.2,3.1,1.3,253,Warm/Humid,20.6
