ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score,ambient_noise_db,arrival_velocity,equipment_chaos_index,target
66,40,18,350,5,4.82,4.13,250.0,86.2,0.31,2.6,209.2
56,40,10,350,5,3.34,4.47,227.0,89.5,0.5,2.7,250.0
51,40,17,350,4,6.28,1.81,195.4,79.8,0.11,1.6,250.0
50,40,17,350,5,5.09,2.01,250.0,82.9,1.54,2.6,250.0
73,40,15,350,5,4.49,1.88,250.0,86.8,0.26,2.0,250.0
53,40,9,350,4,5.81,4.47,226.3,76.4,0.2,0.3,250.0
64,40,17,350,5,3.31,3.18,250.0,90.6,0.13,2.3,250.0
62,40,17,350,5,7.86,4.03,250.0,84.3,0.29,2.7,250.0
60,40,13,350,4,6.77,4.34,250.0,92.7,0.37,0.5,230.8
50,40,18,350,4,8.24,2.79,250.0,71.8,0.23,1.7,250.0
67,40,12,350,3,3.73,2.53,223.5,82.6,0.2,0.6,250.0
75,40,16,350,4,3.74,1.71,250.0,87.1,0.17,2.8,234.0
70,40,12,350,3,8.85,2.84,250.0,82.1,0.25,1.3,250.0
53,40,8,350,5,5.43,2.85,221.6,87.7,0.36,2.0,245.5
61,40,12,350,3,7.31,2.16,250.0,79.0,0.46,0.0,250.0
61,40,9,350,5,3.42,2.13,233.1,86.3,0.15,0.8,238.6
74,40,8,350,3,4.71,4.31,250.0,89.0,0.45,0.9,226.2
60,40,12,350,5,7.79,2.89,233.6,81.9,0.27,2.1,198.2
64,40,8,350,4,6.96,2.24,216.3,75.6,1.12,1.6,227.6
46,40,9,350,4,3.61,2.09,186.8,75.7,0.41,1.3,250.0
48,40,11,350,4,3.47,4.22,205.2,78.7,0.13,9.5,250.0
46,40,17,350,4,3.16,4.39,250.0,74.3,0.28,0.4,227.7
67,40,13,350,4,6.81,3.2,250.0,88.0,0.47,1.0,243.4
58,40,10,350,4,7.15,2.09,222.1,81.3,0.49,0.3,250.0
70,40,17,350,3,8.3,1.77,232.8,78.8,0.33,2.7,250.0
74,40,10,350,4,3.83,3.62,250.0,80.0,0.11,0.2,250.0
65,40,10,350,4,8.12,1.56,250.0,84.1,0.17,0.5,250.0
75,40,11,350,5,5.58,3.31,250.0,90.7,1.87,0.6,249.4
66,40,16,350,3,5.66,3.34,250.0,70.8,0.31,2.9,250.0
49,40,10,350,4,4.45,3.86,219.3,85.3,0.49,2.4,250.0
64,40,18,350,5,6.32,3.66,250.0,80.2,0.26,0.4,247.5
57,40,11,350,4,5.62,2.94,250.0,76.7,0.35,0.5,250.0
64,40,7,350,4,8.73,3.66,242.2,89.4,0.3,2.4,247.7
48,40,8,350,5,7.78,2.46,250.0,80.8,0.31,7.3,250.0
51,40,16,350,4,4.77,2.02,234.8,75.5,0.21,1.6,250.0
69,40,16,350,5,7.05,3.67,250.0,92.0,2.53,0.3,250.0
73,40,10,350,3,4.26,4.21,250.0,94.5,0.19,2.6,236.2
71,40,18,350,3,7.34,3.93,250.0,87.5,0.14,1.6,239.1
46,40,11,350,3,3.33,3.57,224.3,76.7,0.4,0.8,250.0
70,40,11,350,3,7.36,3.4,231.4,83.0,0.11,2.8,250.0
64,40,13,350,3,6.81,1.56,250.0,74.3,0.3,0.5,239.6
75,40,12,350,4,6.93,3.86,250.0,95.0,2.46,2.7,250.0
52,40,18,350,5,5.16,3.53,233.3,82.1,0.35,0.5,209.2
56,40,17,350,5,8.78,2.25,250.0,88.0,0.27,1.5,250.0
47,40,17,350,3,7.08,2.48,202.2,83.0,0.47,0.6,250.0
68,40,18,350,4,7.31,2.98,250.0,87.1,2.84,9.8,250.0
68,40,9,350,4,6.21,2.06,250.0,91.9,0.48,0.3,245.2
50,40,13,350,3,7.01,2.02,178.2,74.6,0.24,0.9,250.0
56,40,18,350,5,6.64,2.19,236.9,83.2,0.22,0.8,250.0
46,40,13,350,5,5.73,3.5,250.0,78.7,0.45,0.9,215.3
62,40,16,350,4,6.7,3.03,250.0,93.6,0.23,2.7,226.9
49,40,7,350,3,4.68,3.96,205.4,80.8,0.31,1.2,242.4
54,40,13,350,4,8.15,3.34,214.0,79.8,0.44,0.5,234.4
53,40,11,350,5,4.45,3.62,233.5,78.4,0.33,2.3,250.0
63,40,15,350,3,5.28,1.96,226.1,93.0,0.18,1.2,229.8
74,40,18,350,3,6.49,2.08,250.0,79.3,0.48,0.5,250.0
57,40,9,350,3,8.18,1.93,222.9,78.5,0.11,2.9,250.0
55,40,12,350,4,5.59,3.93,250.0,78.9,2.83,2.5,250.0
69,40,7,350,5,7.89,2.33,238.3,89.8,1.75,1.6,250.0
66,40,12,350,4,7.11,2.29,238.1,90.7,0.11,2.3,243.4
50,40,10,350,5,6.26,4.5,250.0,83.8,0.12,2.3,250.0
48,40,14,350,5,6.74,3.9,233.7,78.5,0.4,2.7,250.0
68,40,15,350,5,4.56,4.29,250.0,89.4,0.28,1.0,250.0
60,40,16,350,4,7.37,4.1,244.6,84.2,0.25,2.7,250.0
64,40,7,350,3,8.15,3.13,250.0,77.2,0.14,0.0,188.8
48,40,10,350,4,5.92,4.12,250.0,77.1,0.47,1.5,194.0
55,40,7,350,3,8.52,2.47,186.7,82.4,0.33,2.1,250.0
47,40,11,350,3,7.46,3.58,181.7,79.1,0.32,1.8,250.0
71,40,18,350,3,6.38,4.08,250.0,93.1,0.15,2.8,250.0
60,40,11,350,5,3.23,2.94,250.0,91.1,0.49,7.1,250.0
69,40,10,350,3,5.43,2.86,250.0,78.8,0.24,7.3,250.0
46,40,10,350,4,7.8,3.43,250.0,77.2,0.22,1.5,244.2
55,40,16,350,3,4.12,2.7,250.0,75.9,2.02,1.9,250.0
66,40,11,350,4,3.26,3.12,235.7,90.0,0.36,2.3,250.0
68,40,16,350,5,8.76,1.51,250.0,79.9,0.25,1.0,250.0
48,40,18,350,5,7.77,3.78,250.0,84.6,0.25,1.0,199.2
50,40,14,350,5,3.4,3.57,250.0,83.6,0.44,1.3,250.0
47,40,16,350,4,4.8,2.15,191.9,87.4,0.36,1.7,250.0
51,40,12,350,3,8.86,4.17,250.0,71.7,0.44,8.8,250.0
72,40,9,350,3,4.1,1.88,250.0,75.8,0.2,0.0,182.3
63,40,15,350,5,5.59,2.43,250.0,76.8,0.25,2.8,245.2
48,40,8,350,3,4.55,1.78,179.3,88.4,0.31,1.4,250.0
61,40,10,350,5,4.48,3.74,231.6,85.9,0.28,2.0,210.6
70,40,11,350,4,5.32,3.13,250.0,95.0,0.19,2.4,250.0
48,40,14,350,4,4.98,3.04,199.4,76.9,0.16,1.9,241.0
56,40,15,350,5,3.77,2.04,250.0,85.8,0.1,1.7,238.8
71,40,16,350,3,5.25,2.57,231.9,82.9,0.21,2.5,250.0
60,40,10,350,3,3.7,1.93,231.4,81.9,0.44,3.0,222.9
56,40,17,350,4,5.38,4.07,244.4,89.0,0.33,1.6,250.0
55,40,16,350,4,4.61,1.55,205.8,85.3,0.25,1.9,231.4
75,40,14,350,4,7.7,4.45,250.0,95.0,0.28,0.0,229.2
67,40,10,350,3,6.52,2.76,221.0,86.2,0.15,1.5,233.9
55,40,11,350,5,3.17,2.79,225.0,82.8,0.36,2.2,250.0
50,40,13,350,4,4.05,3.21,226.4,87.1,0.25,2.8,250.0
62,40,12,350,4,6.97,2.96,250.0,82.1,0.49,2.4,207.2
67,40,10,350,5,7.55,4.21,250.0,89.1,0.19,0.0,213.8
51,40,8,350,3,3.62,3.62,191.4,73.8,0.35,1.3,250.0
47,40,7,350,4,6.26,3.7,210.9,71.3,0.2,0.3,250.0
69,40,18,350,3,7.21,2.83,250.0,90.5,0.39,2.0,250.0
69,40,9,350,5,7.03,4.43,250.0,90.4,0.11,0.4,205.4
71,40,16,350,3,7.19,3.76,250.0,84.8,0.1,1.1,228.8
50,40,17,350,3,8.83,2.89,202.4,78.5,0.1,2.4,250.0
63,40,14,350,4,7.66,1.73,223.4,85.3,0.32,0.3,250.0
67,40,15,350,3,3.68,1.81,250.0,80.3,0.35,2.0,250.0
66,40,14,350,5,6.39,3.73,250.0,93.4,0.36,0.9,225.4
70,40,17,350,4,7.14,2.96,250.0,78.9,0.1,1.5,228.6
46,40,15,350,3,4.13,4.16,216.9,74.3,0.38,0.2,250.0
47,40,11,350,5,4.84,3.18,221.8,88.7,0.46,2.1,250.0
65,40,16,350,4,7.02,3.97,250.0,91.7,0.25,2.7,250.0
63,40,10,350,4,5.77,1.6,243.2,83.2,0.5,2.4,230.0
66,40,7,350,5,7.96,3.59,250.0,83.3,0.17,2.5,250.0
48,40,13,350,4,4.43,3.27,214.1,71.6,0.29,0.4,250.0
58,40,12,350,3,5.92,4.01,250.0,81.3,0.27,2.3,250.0
70,40,17,350,5,5.27,2.75,250.0,95.0,0.48,0.8,250.0
73,40,13,350,5,6.17,2.5,250.0,89.1,0.16,2.2,250.0
64,40,18,350,5,8.33,2.0,250.0,84.0,0.24,0.1,250.0
54,40,13,350,5,6.03,2.02,250.0,80.0,0.48,1.7,226.8
75,40,8,350,4,6.18,1.61,250.0,95.0,0.38,1.3,235.6
46,40,18,350,4,6.27,3.94,213.7,64.2,0.44,2.8,250.0
46,40,14,350,5,4.15,2.11,225.3,79.3,0.17,1.3,250.0
59,40,16,350,3,5.48,3.57,250.0,82.0,0.15,2.6,250.0
58,40,13,350,4,7.97,2.54,250.0,74.6,1.2,2.5,237.2
57,40,16,350,3,4.56,3.8,250.0,68.1,0.38,2.1,250.0
54,40,12,350,3,8.28,1.8,210.4,85.7,0.12,0.2,237.9
75,40,14,350,5,8.94,2.64,250.0,88.3,0.14,8.9,250.0
66,40,14,350,4,4.01,1.56,235.4,87.8,0.22,2.3,250.0
75,40,9,350,3,3.55,3.75,250.0,85.6,0.12,1.6,239.0
55,40,8,350,5,4.72,3.74,250.0,91.4,0.41,1.5,205.2
53,40,11,350,3,7.48,4.03,231.6,81.3,2.01,1.6,250.0
46,40,11,350,3,7.5,3.82,193.8,73.5,0.15,2.2,250.0
62,40,16,350,3,7.74,4.45,242.0,86.9,1.5,1.1,250.0
60,40,16,350,3,4.65,2.82,250.0,84.1,1.11,1.8,250.0
67,40,9,350,3,4.54,2.48,250.0,81.0,0.25,2.7,250.0
51,40,15,350,4,4.49,3.51,237.1,80.4,1.26,2.2,250.0
73,40,10,350,4,3.44,2.06,250.0,86.1,0.23,2.5,250.0
65,40,13,350,5,4.53,4.01,250.0,85.8,0.28,1.0,250.0
69,40,7,350,5,3.78,1.57,246.4,90.6,0.12,2.2,188.3
64,40,7,350,5,4.68,2.77,250.0,91.5,0.22,0.1,218.6
55,40,7,350,3,6.38,2.96,178.8,64.7,0.35,7.9,250.0
56,40,17,350,3,8.26,4.05,215.0,85.3,0.22,1.7,250.0
72,40,8,350,3,8.07,3.96,250.0,94.3,0.25,9.9,249.4
65,40,17,350,3,8.44,4.48,250.0,78.9,0.35,1.0,208.8
49,40,14,350,4,8.48,1.9,211.0,91.9,0.35,2.1,233.7
50,40,10,350,3,5.04,2.83,200.0,84.2,0.18,1.2,250.0
56,40,15,350,4,8.7,2.23,221.1,89.7,0.46,1.8,250.0
66,40,11,350,3,8.94,3.79,243.3,92.1,0.28,1.4,250.0
70,40,13,350,5,7.93,3.54,250.0,90.8,0.35,1.4,250.0
58,40,15,350,4,3.72,4.4,250.0,85.2,0.37,1.3,250.0
72,40,14,350,3,6.28,1.83,250.0,86.4,0.42,0.4,250.0
58,40,10,350,5,7.45,2.03,250.0,77.1,0.38,0.1,250.0
68,40,7,350,4,5.64,2.73,250.0,86.9,0.23,1.8,250.0
61,40,17,350,3,6.43,1.8,245.2,86.1,0.32,0.2,229.1
65,40,8,350,5,6.31,2.62,250.0,86.7,0.41,0.0,212.8
61,40,12,350,3,7.0,3.43,223.6,86.0,0.31,1.3,250.0
54,40,16,350,3,4.19,1.66,206.7,64.9,0.44,1.5,250.0
59,40,13,350,4,6.18,2.53,250.0,84.4,0.41,2.6,236.6
53,40,11,350,5,5.74,2.66,242.8,85.5,0.28,2.2,223.1
50,40,11,350,4,6.08,2.1,221.3,80.7,2.96,0.2,250.0
53,40,13,350,3,3.52,3.96,211.2,85.4,0.22,0.8,250.0
64,40,7,350,5,4.05,4.2,250.0,81.2,0.25,2.2,237.8
71,40,12,350,5,6.12,2.94,250.0,83.3,2.7,1.3,250.0
66,40,7,350,3,5.68,2.9,226.3,85.7,0.11,0.6,250.0
57,40,16,350,3,7.41,2.56,232.6,82.0,2.47,0.8,250.0
60,40,18,350,4,3.29,4.3,250.0,79.8,0.47,0.1,250.0
49,40,17,350,5,6.61,3.56,246.8,79.9,0.24,2.0,245.5
50,40,14,350,4,8.65,2.05,242.7,87.0,0.14,0.8,250.0
52,40,16,350,5,4.89,3.3,234.9,89.5,0.47,2.1,250.0
63,40,7,350,3,4.74,2.89,250.0,77.7,0.34,0.3,168.6
56,40,8,350,5,5.27,3.28,236.6,91.7,0.13,2.2,230.7
46,40,12,350,3,3.55,2.22,162.5,69.5,0.27,2.6,250.0
61,40,14,350,3,7.29,2.76,221.1,84.3,0.27,1.1,208.0
72,40,15,350,3,4.81,3.46,250.0,84.7,0.28,2.6,250.0
47,40,9,350,3,8.22,2.17,200.1,75.5,0.22,0.1,250.0
48,40,10,350,3,5.89,1.52,250.0,73.6,0.29,2.9,234.4
70,40,17,350,4,5.5,3.91,250.0,88.6,0.46,2.7,250.0
53,40,7,350,4,8.86,3.65,219.9,90.3,0.41,1.8,216.6
60,40,13,350,5,8.84,3.25,247.6,88.9,0.22,0.8,222.3
53,40,11,350,3,8.59,2.76,204.2,83.9,0.21,0.2,250.0
67,40,12,350,3,3.34,3.96,216.2,85.9,0.4,1.3,250.0
64,40,9,350,4,7.52,3.25,250.0,90.2,0.33,0.2,242.8
67,40,10,350,5,5.84,3.72,250.0,87.7,0.25,1.8,250.0
62,40,12,350,3,4.95,3.88,237.2,92.8,0.36,2.3,226.0
66,40,14,350,5,7.1,1.8,250.0,80.9,0.3,2.2,202.8
59,40,9,350,3,8.45,3.98,212.6,70.8,0.37,8.5,250.0
57,40,9,350,3,4.16,2.61,190.6,82.3,0.37,1.9,250.0
66,40,18,350,5,5.88,2.72,250.0,92.6,0.15,8.9,250.0
63,40,8,350,4,3.71,3.88,247.7,90.9,0.44,1.4,250.0
49,40,17,350,5,5.79,2.3,237.1,75.1,0.21,2.4,250.0
71,40,12,350,3,7.33,4.1,250.0,86.9,0.18,3.0,250.0
60,40,10,350,5,5.86,3.32,241.6,84.5,0.29,0.2,237.2
55,40,17,350,5,4.91,3.78,250.0,82.0,0.24,2.0,250.0
51,40,16,350,4,4.77,2.23,232.1,86.9,0.26,0.9,250.0
74,40,9,350,3,4.42,2.37,250.0,78.3,0.36,1.8,222.3
71,40,14,350,5,8.73,2.78,250.0,89.1,0.42,2.6,243.1
49,40,14,350,3,5.73,1.9,210.6,72.6,0.26,0.8,250.0
73,40,11,350,3,7.38,3.57,227.7,93.9,0.35,1.7,191.7
66,40,10,350,5,6.15,2.1,250.0,95.0,0.48,1.6,250.0
47,40,7,350,3,8.27,3.76,180.5,74.0,0.47,0.8,236.7
51,40,10,350,5,7.22,3.71,250.0,84.3,0.46,1.6,246.7
52,40,7,350,3,8.67,4.04,226.8,73.1,0.14,1.2,250.0
56,40,10,350,3,8.34,2.18,234.2,78.6,0.36,1.9,250.0
46,40,9,350,5,6.63,3.37,250.0,79.5,0.13,2.2,250.0
75,40,13,350,5,5.88,3.25,250.0,86.8,0.26,1.1,250.0
62,40,7,350,5,5.23,4.07,242.0,79.8,0.49,1.7,219.3
50,40,10,350,5,5.65,4.04,250.0,84.6,0.23,2.5,250.0
53,40,18,350,3,7.97,2.49,206.0,88.6,0.47,2.9,237.0
48,40,15,350,5,3.26,4.06,250.0,72.2,0.14,2.8,250.0
58,40,13,350,3,7.06,3.26,219.8,81.0,0.31,2.7,232.8
65,40,11,350,4,4.47,2.08,250.0,86.0,0.23,7.4,250.0
53,40,7,350,5,8.81,2.08,218.7,78.6,0.48,8.2,250.0
64,40,15,350,3,7.69,2.99,250.0,75.3,0.14,1.1,250.0
50,40,18,350,3,8.14,2.82,229.8,71.5,0.4,1.5,238.2
66,40,8,350,4,5.51,2.75,250.0,91.3,0.38,2.8,241.7
55,40,15,350,3,8.08,1.56,227.0,79.4,0.44,2.1,250.0
62,40,18,350,3,3.61,2.36,226.2,78.7,0.37,0.8,250.0
67,40,15,350,4,3.46,1.54,238.6,92.1,0.48,1.4,232.9
62,40,15,350,3,6.82,3.72,250.0,87.0,0.36,0.9,206.4
53,40,7,350,4,6.63,3.16,220.8,78.9,0.26,8.4,250.0
49,40,11,350,3,6.93,3.04,197.8,69.6,0.24,2.0,225.9
60,40,17,350,4,5.66,2.68,250.0,83.9,0.24,2.6,236.3
54,40,13,350,3,6.84,4.24,215.3,81.6,0.32,2.7,250.0
69,40,10,350,3,7.53,4.31,223.6,85.7,0.2,2.5,250.0
68,40,13,350,4,7.87,3.23,250.0,95.0,0.31,1.9,242.4
71,40,13,350,4,5.85,3.66,250.0,91.1,0.49,1.2,224.6
55,40,16,350,4,3.76,2.92,231.1,81.1,0.39,0.7,185.1
65,40,8,350,3,5.52,2.68,213.1,83.3,0.45,2.8,250.0
47,40,7,350,3,5.08,3.1,176.8,78.3,0.25,0.8,250.0
75,40,10,350,4,3.43,1.67,250.0,86.8,0.18,3.0,230.3
66,40,13,350,3,8.87,3.36,250.0,79.2,0.3,2.5,228.2
51,40,9,350,5,8.18,3.7,217.1,90.5,0.4,1.9,250.0
49,40,11,350,3,8.34,3.09,215.0,73.8,0.45,0.4,247.4
66,40,18,350,3,6.33,2.41,246.9,81.8,0.31,2.3,224.8
46,40,13,350,5,5.13,3.4,239.3,83.3,0.4,0.6,233.3
53,40,14,350,4,3.72,2.9,212.1,78.2,0.28,2.4,239.4
61,40,7,350,3,4.96,2.7,225.2,83.0,0.17,7.2,250.0
58,40,9,350,4,4.81,2.56,226.8,88.0,0.3,0.5,250.0
46,40,14,350,3,4.09,3.92,250.0,67.8,0.44,1.4,250.0
71,40,17,350,3,4.57,3.97,249.9,82.9,2.23,1.5,235.2
55,40,16,350,4,5.54,4.4,250.0,71.4,0.16,2.0,250.0
46,40,13,350,3,5.55,4.0,196.5,78.0,0.16,1.6,250.0
59,40,16,350,3,7.2,3.66,242.6,75.3,0.27,2.2,250.0
61,40,18,350,4,4.27,4.19,250.0,82.0,0.27,2.5,240.4
62,40,15,350,3,6.51,1.8,241.6,82.7,0.43,0.1,250.0
50,40,12,350,5,5.84,3.18,227.6,78.9,0.19,2.4,250.0
74,40,10,350,3,6.23,2.78,250.0,79.4,0.11,0.1,250.0
60,40,16,350,5,6.24,3.88,250.0,84.7,0.39,1.9,250.0
75,40,7,350,4,5.37,2.07,250.0,94.6,0.13,2.3,250.0
58,40,17,350,3,6.34,4.39,248.5,73.4,0.19,2.3,250.0
59,40,17,350,5,5.7,1.63,250.0,74.8,0.36,2.7,226.8
75,40,12,350,5,6.35,1.63,250.0,93.5,0.41,1.4,250.0
51,40,15,350,3,5.59,1.83,211.9,66.0,0.2,0.4,189.2
70,40,17,350,5,3.59,2.55,250.0,93.7,0.35,0.2,250.0
49,40,10,350,3,6.61,1.89,184.8,78.3,0.5,8.9,250.0
67,40,10,350,5,5.48,3.48,250.0,82.5,0.49,0.2,250.0
62,40,14,350,5,5.32,2.99,250.0,89.0,0.13,1.3,250.0
72,40,11,350,3,3.86,2.98,250.0,91.6,0.47,2.4,250.0
67,40,14,350,4,7.42,2.96,250.0,84.1,0.36,1.9,200.6
75,40,9,350,3,7.26,2.09,249.5,92.2,2.18,1.0,244.4
60,40,10,350,3,5.42,1.77,188.6,74.3,0.31,1.3,250.0
52,40,7,350,5,3.93,2.99,208.2,85.9,0.24,1.9,250.0
61,40,18,350,5,3.61,1.89,244.9,81.1,2.5,0.9,238.8
66,40,12,350,3,7.56,4.22,250.0,84.8,0.21,2.7,250.0
59,40,14,350,3,4.64,2.22,198.1,70.9,0.12,1.7,250.0
75,40,13,350,5,5.48,2.18,250.0,95.0,0.13,1.6,250.0
60,40,14,350,5,6.93,3.11,245.0,92.8,0.42,1.2,250.0
74,40,15,350,5,6.54,4.27,250.0,91.6,0.47,0.2,250.0
65,40,7,350,5,8.97,3.24,250.0,87.8,0.47,1.1,250.0
62,40,17,350,4,7.39,3.87,250.0,80.7,2.02,0.8,250.0
75,40,18,350,3,6.01,2.0,250.0,84.5,0.48,3.0,250.0
68,40,8,350,4,4.73,2.59,243.4,80.8,0.17,0.6,238.2
62,40,14,350,5,4.41,2.89,250.0,92.3,0.21,2.0,250.0
61,40,7,350,5,7.27,3.09,233.5,89.9,0.23,0.1,250.0
71,40,12,350,5,8.21,4.48,250.0,90.3,0.17,0.1,239.9
71,40,17,350,5,5.75,3.79,250.0,89.7,0.19,8.7,250.0
59,40,14,350,4,8.07,2.83,237.0,80.2,0.49,1.5,250.0
58,40,10,350,4,7.4,4.12,226.9,75.0,0.43,2.4,250.0
70,40,17,350,5,4.29,4.06,250.0,95.0,0.32,1.5,250.0
66,40,8,350,5,3.66,4.14,250.0,88.3,0.33,2.6,212.2
68,40,16,350,3,4.14,1.65,245.0,79.8,0.3,2.7,250.0
48,40,8,350,5,8.51,2.89,198.1,78.4,0.23,0.2,250.0
47,40,15,350,4,8.68,3.62,250.0,83.4,0.38,0.7,250.0
71,40,10,350,3,3.33,2.45,250.0,93.1,0.44,1.7,250.0
56,40,10,350,4,3.56,3.28,250.0,82.6,1.71,0.1,250.0
65,40,17,350,3,7.78,2.79,248.9,92.3,0.28,1.2,250.0
47,40,9,350,5,4.48,3.03,241.5,75.6,0.11,2.6,223.0
69,40,13,350,3,5.79,3.23,248.3,85.7,0.4,0.6,222.9
47,40,14,350,5,3.25,2.95,212.2,76.1,0.22,1.0,250.0
47,40,10,350,3,6.41,2.54,214.8,77.7,0.48,0.1,250.0
68,40,16,350,4,4.31,2.71,250.0,86.5,0.46,8.3,250.0
73,40,7,350,5,8.98,4.28,250.0,95.0,0.37,0.8,250.0
47,40,17,350,5,7.99,2.11,250.0,85.3,1.49,0.4,250.0
53,40,16,350,3,7.27,1.83,250.0,75.2,0.36,2.7,250.0
61,40,9,350,3,5.38,2.85,226.6,81.3,0.46,2.8,235.9
62,40,7,350,3,6.89,3.75,239.0,79.3,2.18,0.1,242.8
47,40,15,350,3,5.63,4.32,219.2,70.8,2.5,1.2,250.0
53,40,13,350,4,3.71,4.23,209.8,77.1,0.23,2.9,198.4
53,40,10,350,5,8.4,1.75,218.3,89.3,0.11,2.9,250.0
50,40,12,350,3,3.69,3.73,184.8,79.4,0.47,0.6,250.0
70,40,7,350,3,6.2,3.92,250.0,86.6,0.32,1.0,221.2
58,40,17,350,3,7.56,3.38,250.0,84.5,0.26,1.8,250.0
60,40,14,350,3,5.47,1.88,212.9,83.0,0.33,0.9,250.0
50,40,11,350,5,6.53,3.31,246.2,79.2,0.19,1.2,250.0
62,40,8,350,4,8.19,2.53,250.0,77.8,0.23,2.9,250.0
46,40,11,350,3,8.02,3.62,250.0,71.1,2.79,2.6,250.0
55,40,7,350,4,3.43,3.34,250.0,86.0,0.4,1.0,250.0
65,40,16,350,5,4.69,3.93,250.0,87.8,2.49,1.2,250.0
66,40,17,350,4,6.88,2.55,250.0,80.5,0.17,1.2,250.0
55,40,11,350,3,7.33,3.66,250.0,75.9,0.22,2.5,250.0
68,40,10,350,3,8.26,4.38,248.6,87.4,2.39,2.2,242.4
75,40,15,350,5,3.71,2.68,250.0,92.7,0.36,1.4,250.0
47,40,13,350,5,7.09,2.05,198.8,91.2,2.01,1.9,250.0
69,40,18,350,4,7.7,3.38,250.0,89.7,0.12,0.1,250.0
63,40,11,350,3,7.22,4.29,233.6,86.5,0.28,1.7,250.0
53,40,7,350,3,6.75,3.54,250.0,76.4,0.2,0.6,244.8
74,40,17,350,4,8.77,3.1,250.0,93.6,0.41,2.4,250.0
62,40,12,350,3,7.18,2.63,239.7,82.4,0.12,0.6,250.0
64,40,7,350,5,8.99,3.88,250.0,87.2,0.16,9.8,250.0
67,40,14,350,4,6.4,3.83,247.5,93.9,0.37,7.9,250.0
67,40,10,350,4,7.69,3.26,250.0,84.9,0.32,0.5,250.0
73,40,10,350,5,3.87,3.78,250.0,91.6,0.4,0.4,250.0
69,40,10,350,4,5.32,3.84,250.0,95.0,0.49,8.2,250.0
58,40,13,350,5,5.43,4.48,250.0,86.2,0.38,8.1,250.0
54,40,8,350,5,6.32,1.7,238.5,85.5,0.45,1.9,250.0
54,40,13,350,3,7.93,2.95,230.6,75.6,0.15,1.0,250.0
66,40,11,350,5,5.83,3.92,250.0,84.7,0.38,1.1,250.0
65,40,10,350,5,5.68,3.35,250.0,86.5,0.44,0.5,220.6
55,40,18,350,3,6.98,3.13,250.0,79.1,0.12,1.1,204.0
58,40,12,350,3,3.35,3.07,212.3,70.3,1.08,2.0,250.0
47,40,8,350,3,4.73,3.44,198.4,72.0,2.22,1.9,250.0
60,40,16,350,3,4.22,3.9,250.0,86.1,0.39,2.4,250.0
62,40,14,350,5,3.34,2.43,250.0,85.5,0.31,2.6,250.0
63,40,14,350,4,4.74,1.68,246.5,90.0,0.43,10.0,250.0
64,40,11,350,4,6.16,2.59,238.3,82.4,0.25,1.0,250.0
51,40,14,350,4,8.22,2.06,250.0,84.7,0.19,0.7,224.0
66,40,7,350,5,4.67,2.65,247.8,80.9,0.31,2.6,250.0
51,40,16,350,3,4.4,3.99,218.7,74.8,0.22,0.7,250.0
69,40,12,350,5,7.32,2.76,250.0,89.6,2.16,0.2,250.0
69,40,13,350,5,6.41,2.77,250.0,83.7,0.16,2.9,250.0
68,40,16,350,4,6.7,4.08,250.0,87.3,0.45,0.3,250.0
73,40,14,350,4,4.83,2.4,250.0,95.0,0.48,2.5,250.0
59,40,12,350,5,8.46,3.68,250.0,81.0,0.21,1.1,220.8
68,40,8,350,3,8.49,3.5,250.0,82.0,0.38,7.5,242.4
67,40,10,350,3,6.53,3.4,213.8,79.8,0.27,1.0,250.0
56,40,11,350,4,6.53,4.24,210.4,90.8,0.19,0.5,187.8
73,40,18,350,5,5.81,3.13,250.0,94.4,0.13,1.9,250.0
47,40,7,350,4,3.19,2.32,183.2,79.3,0.15,2.3,249.4
58,40,14,350,5,4.86,4.39,250.0,83.5,0.11,0.9,222.6
68,40,14,350,4,3.28,1.9,239.1,82.4,0.11,0.4,220.4
59,40,16,350,3,4.18,2.15,217.8,83.8,0.22,8.7,250.0
51,40,16,350,3,7.68,4.39,217.4,76.3,0.3,1.7,250.0
66,40,17,350,3,4.83,3.64,242.9,85.9,0.19,0.3,250.0
60,40,9,350,4,8.89,3.71,243.5,80.7,0.34,8.6,250.0
64,40,11,350,4,3.23,3.5,250.0,82.0,0.3,0.0,244.4
70,40,11,350,3,6.18,3.4,248.0,88.0,0.13,0.3,250.0
68,40,7,350,4,4.9,2.52,239.9,90.7,0.22,0.5,232.6
70,40,8,350,5,6.95,2.87,250.0,95.0,0.28,2.5,225.2
50,40,8,350,5,6.51,2.57,227.5,84.6,0.38,7.5,250.0
47,40,10,350,5,8.2,1.81,212.2,85.1,0.2,2.1,250.0
75,40,8,350,4,5.76,3.03,240.8,95.0,0.2,0.2,250.0
64,40,18,350,4,4.35,3.66,250.0,88.7,0.29,2.5,250.0
52,40,13,350,5,6.28,4.42,250.0,84.1,0.34,0.6,197.8
54,40,18,350,5,5.29,3.65,250.0,89.9,0.34,1.0,226.2
49,40,15,350,3,7.05,1.54,190.6,80.9,0.23,0.6,225.7
69,40,10,350,3,5.1,2.81,217.6,90.3,0.29,2.9,250.0
69,40,8,350,3,5.89,3.64,220.2,85.4,1.54,2.2,250.0
69,40,12,350,3,7.21,3.9,250.0,78.4,2.02,2.5,250.0
