Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Tourist_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,NEDOCS_Param_1_ED_Total_Beds,NEDOCS_Param_2_Hospital_Total_Beds,NEDOCS_Param_3_ED_Patients_Count,NEDOCS_Param_4_Patients_Waiting_Admit,NEDOCS_Param_5_Longest_Wait_Minutes,NEDOCS_Param_6_Admitted_Waiting_Count,NEDOCS_Param_7_ED_Respirators_In_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Total_Tourist_Patient_%,Medical_Tourist_Patient_%,Leisure_Tourist_Patient_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
12/7/2015,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),659,72,60,850,185,69,452,36,16,113,91.1,38,97,Orthopedic / Minor Trauma,22.6,46.1,10.7,29.1,23.8,15.7,8.1,362,Moderate Smog,24.1
12/7/2015,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),103,82,15,60,36,18,512,9,4,128,87.9,8,14,Viral Fever / Influenza,1.5,53.8,14.7,23.9,2.3,1,1.3,347,Moderate Smog,30.3
12/8/2015,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),558,63,60,850,182,49,162,37,10,81,76.5,40,129,Viral Fever / Influenza,10.2,41.6,22.8,29.7,25.9,14.6,11.3,191,Warm / Dusty,19.4
12/8/2015,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),69,48,15,60,23,0,54,0,4,18,70.9,6,15,Routine Health Checkup / Minor Elective Ailment,1.2,52.5,18.2,18.2,6.7,3.8,2.9,88,Clear / Sunny & Pleasant,23
12/9/2015,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),243,17,60,850,84,0,98,0,11,49,68.5,49,94,Routine Health Checkup / Minor Elective Ailment,20.8,37.7,24.1,14.7,27.8,16.6,11.2,60,Clear / Sunny & Pleasant,21.5
12/9/2015,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),149,85,15,60,48,26,184,21,4,92,92.6,8,25,Allergies / Minor Respiratory,8.1,57.1,9.3,12.9,6.7,3.6,3.1,233,Warm / Dusty,22.6
12/10/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),307,4,60,850,90,1,117,0,10,39,49.8,41,110,Routine Health Checkup / Minor Elective Ailment,17.5,46.7,17.6,30.9,7.9,5.4,2.5,96,Clear / Sunny & Pleasant,27.9
12/10/2015,Small Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),233,103,15,60,70,28,1491,21,3,497,99.1,12,25,Severe Asthma / COPD / Cardiac Crisis,5.8,44.6,13.4,35,5.2,2.9,2.3,656,Severe Smog / Cold Wave,10.6
12/11/2015,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),403,23,60,850,147,1,147,0,11,49,53.9,54,135,Routine Health Checkup / Minor Elective Ailment,21,46.6,22.8,25.3,18.3,11.7,6.6,136,Clear / Sunny & Pleasant,26.5
12/11/2015,Small Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),221,136,15,60,61,20,912,14,6,228,99.1,7,12,Severe Asthma / COPD / Cardiac Crisis,1.1,51.6,17,28.4,6.2,2.5,3.7,471,Severe Smog / Cold Wave,5.5
12/12/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),402,30,60,850,123,2,38,1,10,19,40.6,50,130,Routine Health Checkup / Minor Elective Ailment,13,55.3,23.8,19.8,7.3,5,2.3,67,Clear / Sunny & Pleasant,20
12/12/2015,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),94,35,15,60,35,3,34,2,2,17,63.2,10,26,Routine Health Checkup / Minor Elective Ailment,4.8,41.3,15.3,22.5,0.3,0.2,0.1,133,Clear / Sunny & Pleasant,24.6
12/13/2015,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),272,48,60,850,68,2,156,1,8,39,61.8,53,134,Routine Health Checkup / Minor Elective Ailment,24.3,28.3,16.4,20.2,22.4,13.3,9.1,136,Clear / Sunny & Pleasant,26.2
12/13/2015,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),81,31,15,60,20,3,48,2,4,16,45.5,10,24,Routine Health Checkup / Minor Elective Ailment,4.8,40.7,27.4,34.7,0.5,0.2,0.3,107,Clear / Sunny & Pleasant,25.3
12/14/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),236,46,60,850,66,2,112,1,10,28,57.5,45,124,Routine Health Checkup / Minor Elective Ailment,15,36.3,22,24.9,8.7,5.1,3.6,137,Clear / Sunny & Pleasant,21.5
12/14/2015,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),160,64,15,60,61,20,408,11,2,102,88.8,10,17,Orthopedic / Minor Trauma,1.8,46.3,20.3,20.9,6.7,4.3,2.4,291,Light Rain / Humid,34.8
12/15/2015,Big Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),642,66,60,850,166,52,292,39,18,73,77.6,54,108,Allergies / Minor Respiratory,9,46.1,24.8,23.2,20.7,11.5,9.2,296,Warm / Dusty,23.1
12/15/2015,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),60,34,15,60,15,0,87,0,4,29,51.1,10,22,Routine Health Checkup / Minor Elective Ailment,1.1,51.5,14,28.7,2.6,1.2,1.4,84,Clear / Sunny & Pleasant,20.4
12/16/2015,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),504,72,60,850,188,111,396,56,19,132,90.4,48,135,Viral Fever / Influenza,23.3,39.7,19.5,20.8,19.5,12.4,7.1,236,Warm / Dusty,33.1
12/16/2015,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),84,2,15,60,28,1,44,0,3,22,47.7,11,23,Routine Health Checkup / Minor Elective Ailment,6.8,45.3,18.3,24,4.1,2.6,1.5,105,Clear / Sunny & Pleasant,28.9
12/17/2015,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),338,1,60,850,99,0,45,0,20,15,44.2,37,126,Routine Health Checkup / Minor Elective Ailment,16.8,45.7,14.2,15.2,17.3,7.9,9.4,82,Clear / Sunny & Pleasant,26.3
12/17/2015,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),133,66,15,60,42,25,381,21,2,127,89.9,6,14,Gastrointestinal Infection,6.8,36.7,24,28.9,3.5,1.7,1.8,231,Moderate Smog,37.1
12/18/2015,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),382,49,60,850,145,0,87,0,9,29,50.9,41,123,Routine Health Checkup / Minor Elective Ailment,9.6,31.7,24.9,19.1,27.9,13.9,14,131,Clear / Sunny & Pleasant,26.1
12/18/2015,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),59,31,15,60,22,3,32,2,1,16,67.5,9,20,Routine Health Checkup / Minor Elective Ailment,4.1,30.2,14,15,4.9,2,2.9,93,Clear / Sunny & Pleasant,21.1
12/19/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),343,39,60,850,113,0,99,0,18,33,56.1,39,92,Routine Health Checkup / Minor Elective Ailment,7.4,37.4,10.9,37.6,4.1,2.3,1.8,115,Clear / Sunny & Pleasant,27
12/19/2015,Small Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),273,117,15,60,85,55,1192,38,1,298,99.5,5,18,Severe Dengue / Malaria / Cholera Outbreak,7.4,52.4,23.6,30.3,0.9,0.5,0.4,77,Heavy Monsoon / Waterlogging,33
12/20/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),399,49,60,850,151,3,72,1,14,24,46.6,39,122,Routine Health Checkup / Minor Elective Ailment,12.4,57.4,11.7,12.4,4.3,2.6,1.7,116,Clear / Sunny & Pleasant,28.4
12/20/2015,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),101,86,15,60,39,16,288,10,1,72,85,10,17,Viral Fever / Influenza,6.4,38.7,14.1,20.1,2.2,1.1,1.1,214,Warm / Dusty,35.9
12/21/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),258,0,60,850,85,2,30,1,17,15,50.4,40,108,Routine Health Checkup / Minor Elective Ailment,11,51.2,12.9,21.2,8.3,4.8,3.5,78,Clear / Sunny & Pleasant,24.2
12/21/2015,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),82,10,15,60,28,2,160,1,2,40,57.6,10,26,Routine Health Checkup / Minor Elective Ailment,5,52.6,18.6,12.1,3.6,1.8,1.8,62,Clear / Sunny & Pleasant,24.5
12/22/2015,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),660,75,60,850,175,100,348,64,20,87,83.8,50,102,Gastrointestinal Infection,25.9,46.4,12.8,16.9,12.8,7.3,5.5,206,Light Rain / Humid,23.6
12/22/2015,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),95,43,15,60,33,0,52,0,4,26,47.2,11,14,Routine Health Checkup / Minor Elective Ailment,6.7,39.4,10.2,16.7,4.9,2.8,2.1,142,Clear / Sunny & Pleasant,20.1
12/23/2015,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),906,181,60,850,338,179,1804,141,28,451,95.4,37,69,Severe Dengue / Malaria / Cholera Outbreak,14.9,56.1,8.3,17.9,9.2,3.9,5.3,117,Heavy Monsoon / Waterlogging,28
12/23/2015,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),52,33,15,60,15,3,172,2,2,43,73.2,7,16,Routine Health Checkup / Minor Elective Ailment,7,40.5,21.1,36.3,5.8,3.9,1.9,65,Clear / Sunny & Pleasant,21.6
12/24/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),231,43,60,850,58,0,66,0,19,33,45.7,50,102,Routine Health Checkup / Minor Elective Ailment,12.4,49.9,22.8,18.1,7.7,4.8,2.9,142,Clear / Sunny & Pleasant,25.4
12/24/2015,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),66,44,15,60,20,2,80,1,3,20,72.5,10,18,Routine Health Checkup / Minor Elective Ailment,6.5,51.1,17.6,33.2,4,2.7,1.3,70,Clear / Sunny & Pleasant,21.8
12/25/2015,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),657,83,60,850,208,107,436,61,19,109,88.4,48,123,Viral Fever / Influenza,15.5,39.8,14.4,13.7,9.8,5.5,4.3,380,Pleasant Haze,21.3
12/25/2015,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),68,37,15,60,22,0,132,0,2,33,55.4,10,15,Routine Health Checkup / Minor Elective Ailment,6.1,56.8,24.2,35,0.9,0.6,0.3,141,Clear / Sunny & Pleasant,27.6
12/26/2015,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),310,11,60,850,85,3,112,2,12,28,60.2,49,91,Routine Health Checkup / Minor Elective Ailment,17.1,54.1,12.3,17.5,24.5,15.6,8.9,147,Clear / Sunny & Pleasant,28.7
12/26/2015,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),81,48,15,60,21,0,136,0,3,34,73.2,11,20,Routine Health Checkup / Minor Elective Ailment,3.6,50.2,22.8,25.4,4.1,2.6,1.5,75,Clear / Sunny & Pleasant,25.5
12/27/2015,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),694,69,60,850,192,77,246,62,20,123,76.8,52,103,Gastrointestinal Infection,15.1,54.8,18.2,23.7,23.5,11,12.5,286,Warm / Dusty,40
12/27/2015,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),79,40,15,60,23,1,132,0,4,44,66.5,12,20,Routine Health Checkup / Minor Elective Ailment,8.7,45.7,13.7,33.1,2.9,1.5,1.4,72,Clear / Sunny & Pleasant,31.9
12/28/2015,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),342,35,60,850,102,2,44,1,9,22,51.1,39,111,Routine Health Checkup / Minor Elective Ailment,15.9,57.7,27.2,17.5,9.3,5.6,3.7,72,Clear / Sunny & Pleasant,28.7
12/28/2015,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),71,1,15,60,23,2,123,1,2,41,69.4,12,14,Routine Health Checkup / Minor Elective Ailment,8.5,53.9,27.9,18.9,6.6,3.5,3.1,110,Clear / Sunny & Pleasant,27.2
12/29/2015,Big Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),498,68,60,850,149,60,240,34,8,60,83.6,46,116,Allergies / Minor Respiratory,23.4,30.6,26.4,23.9,8.8,5.1,3.7,206,Moderate Smog,36.3
12/29/2015,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),59,48,15,60,15,0,60,0,1,30,65.5,10,23,Routine Health Checkup / Minor Elective Ailment,7.1,36.3,16.4,21.8,2.6,1.6,1,69,Clear / Sunny & Pleasant,29.8
12/30/2015,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),242,8,60,850,62,0,44,0,15,11,51.5,45,106,Routine Health Checkup / Minor Elective Ailment,9.6,50.5,8.3,13.2,18.4,12.5,5.9,108,Clear / Sunny & Pleasant,25.2
12/30/2015,Small Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),204,142,15,60,63,23,430,14,4,215,98.3,6,18,Severe Dengue / Malaria / Cholera Outbreak,3.2,28.6,10.3,34.1,1.8,0.9,0.9,87,Heavy Monsoon / Waterlogging,32.5
12/31/2015,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),688,86,60,850,250,147,272,124,20,68,92.5,42,133,Allergies / Minor Respiratory,24.3,31.7,9.5,12.1,18.5,10.9,7.6,301,Moderate Smog,29.3
12/31/2015,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),81,1,15,60,27,3,68,2,3,17,64.8,11,24,Routine Health Checkup / Minor Elective Ailment,8.1,43.2,15.9,31,3.1,1.8,1.3,137,Clear / Sunny & Pleasant,25.4
1/1/2016,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),346,47,60,850,92,0,111,0,12,37,60.7,54,129,Routine Health Checkup / Minor Elective Ailment,7.6,55,24.2,34.4,12.1,7.1,5,112,Clear / Sunny & Pleasant,30.1
1/1/2016,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),96,17,15,60,29,2,63,1,2,21,41.6,11,18,Routine Health Checkup / Minor Elective Ailment,4.5,28,10.1,28.8,6.2,3.2,3,120,Clear / Sunny & Pleasant,27.2
1/2/2016,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),463,63,60,850,152,90,156,71,20,78,88.2,52,99,Gastrointestinal Infection,17.3,40.4,21.3,28,4.9,2.4,2.5,262,Light Rain / Humid,33.5
1/2/2016,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),121,97,15,60,41,24,584,14,1,146,88.5,7,24,Gastrointestinal Infection,7.5,29.3,17.7,13.7,3.5,2,1.5,306,Light Rain / Humid,34.6
1/3/2016,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),953,101,60,850,339,137,936,79,21,234,98.4,55,112,Severe Dengue / Malaria / Cholera Outbreak,17.9,55.9,11,17.4,7.8,5.2,2.6,124,Heavy Monsoon / Waterlogging,28.5
1/3/2016,Small Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),139,69,15,60,53,15,344,9,4,86,85.8,8,28,Gastrointestinal Infection,7.8,34.1,15.7,18.9,2.9,1.7,1.2,258,Pleasant Haze,29.7
1/4/2016,Big Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),588,84,60,850,201,109,284,70,14,71,80.9,40,103,Gastrointestinal Infection,17.4,30.3,27.4,30.4,7.6,3.6,4,335,Moderate Smog,31.8
1/4/2016,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),177,60,15,60,57,26,216,14,1,54,83.7,10,26,Orthopedic / Minor Trauma,7.9,55,24.1,30.6,4.3,2.5,1.8,246,Pleasant Haze,38.4
1/5/2016,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),252,23,60,850,69,0,68,0,20,17,61.7,39,90,Routine Health Checkup / Minor Elective Ailment,19.1,37,11.7,32.6,16.1,10.7,5.4,140,Clear / Sunny & Pleasant,22.8
1/5/2016,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),77,7,15,60,29,3,40,1,4,20,56.7,6,23,Routine Health Checkup / Minor Elective Ailment,2.9,28.9,27.9,28.2,4.9,2.5,2.4,65,Clear / Sunny & Pleasant,30.2
1/6/2016,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),1008,146,60,850,315,180,644,141,25,161,96.2,36,67,Severe Dengue / Malaria / Cholera Outbreak,24.2,42.7,27.8,26.7,5.8,2.6,3.2,142,Heavy Monsoon / Waterlogging,34.7
1/6/2016,Small Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),199,108,15,60,74,25,1112,21,7,278,95.6,11,22,Severe Dengue / Malaria / Cholera Outbreak,7.6,54.6,23.1,13.8,0.3,0.1,0.2,128,Heavy Monsoon / Waterlogging,27.4
1/7/2016,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),224,7,60,850,85,3,38,2,13,19,56.5,46,102,Routine Health Checkup / Minor Elective Ailment,12.2,50.8,15,14.9,14.2,8,6.2,144,Clear / Sunny & Pleasant,22.9
1/7/2016,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),64,27,15,60,19,2,42,1,3,14,68.6,8,27,Routine Health Checkup / Minor Elective Ailment,4.1,36.6,11.6,31.7,6.8,4.6,2.2,150,Clear / Sunny & Pleasant,24.4
1/8/2016,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),648,91,60,850,239,75,366,51,11,122,79.2,35,115,Gastrointestinal Infection,19.2,28.8,25.3,35.3,19.5,10.1,9.4,351,Pleasant Haze,20.8
1/8/2016,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),121,57,15,60,40,22,100,19,1,50,87.9,10,16,Gastrointestinal Infection,2.2,33.6,23.3,15.9,2.4,1.4,1,362,Light Rain / Humid,41
1/9/2016,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),377,24,60,850,132,0,40,0,10,10,64,39,94,Routine Health Checkup / Minor Elective Ailment,13.6,36.6,27.7,22.5,23.6,10.7,12.9,123,Clear / Sunny & Pleasant,27.1
1/9/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),90,39,15,60,29,2,84,1,2,42,54.3,6,27,Routine Health Checkup / Minor Elective Ailment,6.3,38.3,12.4,32.3,2.1,1.2,0.9,76,Clear / Sunny & Pleasant,22.7
1/10/2016,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),352,33,60,850,138,1,60,0,14,15,58.2,54,107,Routine Health Checkup / Minor Elective Ailment,15.6,40.3,15.1,16.8,12,7.4,4.6,107,Clear / Sunny & Pleasant,26.7
1/10/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),63,17,15,60,15,3,114,1,4,38,67.6,10,27,Routine Health Checkup / Minor Elective Ailment,4.8,46.3,11.6,21.3,1.9,1.2,0.7,139,Clear / Sunny & Pleasant,25.3
1/11/2016,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),602,82,60,850,238,69,260,38,12,130,90.5,47,127,Allergies / Minor Respiratory,10.2,56,15.5,23.9,5.8,2.6,3.2,302,Warm / Dusty,24.6
1/11/2016,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),112,84,15,60,37,10,532,7,1,133,77.4,10,15,Gastrointestinal Infection,4.1,45,15.4,29.3,4.6,1.9,2.7,392,Pleasant Haze,29.7
1/12/2016,Big Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),562,68,60,850,213,88,404,61,17,101,88.9,42,114,Gastrointestinal Infection,16.1,52.4,17.7,34.7,23.6,15.4,8.2,169,Moderate Smog,37.6
1/12/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),55,47,15,60,20,1,144,0,4,48,59,8,24,Routine Health Checkup / Minor Elective Ailment,8.1,42.6,27.3,18.7,2,0.8,1.2,86,Clear / Sunny & Pleasant,21.6
1/13/2016,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),292,23,60,850,104,3,48,1,10,12,62.7,42,122,Routine Health Checkup / Minor Elective Ailment,16.7,56.1,24.9,27.1,27.9,12.7,15.2,91,Clear / Sunny & Pleasant,31
1/13/2016,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),131,58,15,60,51,22,136,16,1,68,76.4,6,21,Allergies / Minor Respiratory,4.5,44.8,17.4,28.4,0.9,0.5,0.4,341,Moderate Smog,39.1
1/14/2016,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),549,56,60,850,203,76,232,56,15,116,92.6,53,100,Gastrointestinal Infection,20.2,53.3,26.2,37.6,6.2,3.6,2.6,189,Warm / Dusty,31.3
1/14/2016,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),63,17,15,60,20,0,64,0,1,16,65.1,11,22,Routine Health Checkup / Minor Elective Ailment,9,40.3,12.5,37.5,2.1,1.3,0.8,118,Clear / Sunny & Pleasant,27.2
1/15/2016,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),228,39,60,850,65,2,64,1,13,32,63.3,39,129,Routine Health Checkup / Minor Elective Ailment,6.1,41.4,10.7,37.7,23.8,13.9,9.9,137,Clear / Sunny & Pleasant,30.2
1/15/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),98,44,15,60,26,0,76,0,4,19,57.5,9,27,Routine Health Checkup / Minor Elective Ailment,6.7,51,26.1,12.7,0.4,0.3,0.1,144,Clear / Sunny & Pleasant,20.1
1/16/2016,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),390,3,60,850,100,1,92,0,16,23,57.4,44,110,Routine Health Checkup / Minor Elective Ailment,15.5,46.8,17.9,19,22.7,14.1,8.6,93,Clear / Sunny & Pleasant,26.9
1/16/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),55,4,15,60,19,2,93,1,4,31,66.9,11,28,Routine Health Checkup / Minor Elective Ailment,7.5,37.5,14.8,37,1.8,1.2,0.6,73,Clear / Sunny & Pleasant,23.2
1/17/2016,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),540,81,60,850,147,36,156,23,20,78,77.5,44,110,Viral Fever / Influenza,21,31,19.5,23.2,6,3.3,2.7,264,Light Rain / Humid,29.5
1/17/2016,Small Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),145,91,15,60,45,21,282,18,4,141,80.7,7,22,Orthopedic / Minor Trauma,7.9,29.4,17.2,24,2.4,1.2,1.2,280,Warm / Dusty,23.6
1/18/2016,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),341,41,60,850,120,1,99,0,17,33,43.7,38,127,Routine Health Checkup / Minor Elective Ailment,23.6,54.5,14.1,28.8,22.6,10.9,11.7,118,Clear / Sunny & Pleasant,31.1
1/18/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),57,26,15,60,15,1,112,0,2,28,65.8,7,17,Routine Health Checkup / Minor Elective Ailment,4.4,42.8,8.7,26,2.2,1.2,1,112,Clear / Sunny & Pleasant,22.3
1/19/2016,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),675,75,60,850,185,108,156,81,15,52,83.7,45,98,Orthopedic / Minor Trauma,6.4,43.9,16.5,29,18.5,8.4,10.1,245,Pleasant Haze,21.4
1/19/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),87,22,15,60,28,1,100,0,1,25,61.4,8,24,Routine Health Checkup / Minor Elective Ailment,3.5,37.1,21.5,36.1,1.7,1.2,0.5,127,Clear / Sunny & Pleasant,29.5
1/20/2016,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),959,178,60,850,379,229,1768,199,28,442,94.4,32,73,Severe Dengue / Malaria / Cholera Outbreak,14.7,28.8,8.5,18.7,3.1,1.9,1.2,144,Heavy Monsoon / Waterlogging,35.6
1/20/2016,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),54,41,15,60,18,3,84,1,2,28,68.9,9,26,Routine Health Checkup / Minor Elective Ailment,6.3,56.1,16.1,25.5,3.9,1.8,2.1,63,Clear / Sunny & Pleasant,25.8
1/21/2016,Big Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),749,180,60,850,298,116,1563,87,18,521,94.4,50,101,Severe Asthma / COPD / Cardiac Crisis,23.3,42.4,17.9,26.8,18.4,8.1,10.3,781,Severe Smog / Cold Wave,5.4
1/21/2016,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),132,99,15,60,49,18,106,13,3,53,75.7,9,21,Allergies / Minor Respiratory,8.3,54.7,23.6,32.6,6.9,2.9,4,184,Light Rain / Humid,29.4
1/22/2016,Big Urban (Delhi),Extremely Busy,1,Peak Tourist Season (Oct-Mar),980,187,60,850,279,175,861,116,17,287,98.8,44,120,Severe Asthma / COPD / Cardiac Crisis,22,30.6,11.9,22.2,22.1,9.6,12.5,702,Severe Smog / Cold Wave,16
1/22/2016,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),90,3,15,60,35,1,46,0,4,23,48.8,7,21,Routine Health Checkup / Minor Elective Ailment,4.6,31.4,8.6,35.3,4.8,3.2,1.6,61,Clear / Sunny & Pleasant,24.2
1/23/2016,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),1010,117,60,850,310,108,1461,85,21,487,95.1,43,109,Severe Dengue / Malaria / Cholera Outbreak,19.6,32.5,19.9,29.6,6.2,2.9,3.3,159,Heavy Monsoon / Waterlogging,31.8
1/23/2016,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),57,46,15,60,19,0,176,0,4,44,69.5,10,21,Routine Health Checkup / Minor Elective Ailment,5.9,34.2,23.5,37.3,0.3,0.1,0.2,122,Clear / Sunny & Pleasant,22.4
1/24/2016,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),365,43,60,850,132,0,40,0,16,20,60.1,41,121,Routine Health Checkup / Minor Elective Ailment,20.5,51.9,22.3,19.2,18.1,9.3,8.8,136,Clear / Sunny & Pleasant,20.9
